id,loan_type,ticker,cpn,pik_margin,libor_floor,date_issued,maturity,curr,amt_out,covi_lite
BL029150,ASSET-BASED REV,HCA,150,0,#N/A N/A,9/30/2011,6/28/2022,USD,3750000000,N
BL049152,TERM,CZR,525,0,#N/A N/A,3/1/2012,3/1/2017,USD,5469242720,N
BL055917,TERM,ARCH,450,0,125,5/16/2012,5/16/2018,USD,1950000000,Y
BL078201,TERM,ABEGET,350,0,125,10/18/2012,10/18/2019,USD,1954560000,Y
BL083751,TERM,ROYPHA,200,0,#N/A N/A,11/2/2012,8/10/2016,USD,2000000000,N
BL084362,TERM,OCN,375,0,125,2/15/2013,2/15/2018,USD,1300000000,N
BL086576,TERM,SQA,400,0,125,12/19/2012,6/19/2017,USD,1500000000,Y
BL087301,TERM,MGM,300,0,100,12/20/2012,12/20/2017,USD,3995625000,N
BL089318,TERM,ARRS,200,0,#N/A N/A,3/27/2013,3/27/2018,USD,2175000000,N
BL091240,TERM,WIN,275,0,75,1/23/2013,1/23/2020,USD,3919359800,N
BL091278,TERM,TOMKLN,275,0,100,1/18/2013,9/29/2016,USD,1742887582,N
BL091833,TERM,MIK,275,0,100,1/28/2013,1/28/2020,USD,2490000000,Y
BL092245,TERM,PETC,300,0,100,2/4/2013,11/24/2017,USD,1197437500,Y
BL092363,TERM,PPD,325,0,100,1/31/2013,12/5/2018,USD,1780000000,Y
BL092676,TERM,EMS,300,0,100,2/7/2013,5/25/2018,USD,2320000000,Y
BL092761,TERM,BERY,250,0,100,2/8/2013,2/8/2020,USD,4609125000,Y
BL092944,TERM,KRON,350,0,100,2/11/2013,10/30/2019,USD,1795000000,Y
BL093092,ASSET-BASED REV,RAD,#N/A N/A,0,0,2/21/2013,1/13/2020,USD,3700000000,Y
BL093094,TERM,CPN,300,0,100,2/15/2013,4/1/2018,USD,1277000000,Y
BL093267,TERM,ASUCOR,325,0,125,2/21/2013,5/24/2019,USD,5780000000,Y
BL093319,TERM,SGMS,325,0,100,10/18/2013,10/18/2020,USD,4892589286,N
BL093423,TERM,DELL,350,0,100,10/29/2013,4/29/2020,USD,7122220000,Y
BL093424,TERM,DELL,275,0,100,10/29/2013,10/29/2018,USD,6778905000,Y
BL093478,TERM,TDG,300,0,75,2/28/2013,2/28/2020,USD,7013650951,Y
BL093487,TERM,TWCCHO,275,0,75,2/15/2013,2/13/2017,USD,1735625000,N
BL094039,TERM,KHC,225,0,100,6/7/2013,6/7/2019,USD,11500000000,Y
BL094040,TERM,KHC,250,0,100,6/7/2013,6/5/2020,USD,11500000000,Y
BL094048,TERM,VEYANC,400,0,125,3/8/2013,9/8/2017,USD,1200000000,Y
BL094357,TERM,SDSINC,300,0,100,3/8/2013,3/8/2020,USD,3708000000,Y
BL095588,TERM,SUNPRD,425,0,125,3/18/2013,3/18/2020,USD,1155000000,#N/A N/A
BL095780,TERM,CHTR,225,0,75,4/12/2013,7/1/2020,USD,12053000000,N
BL095797,TERM,GDI,325,0,100,7/30/2013,7/30/2020,USD,2700320000,Y
BL096093,TERM,NTY,250,0,100,3/21/2013,10/1/2017,USD,1682500000,Y
BL096577,TERM,WW,300,0,75,4/2/2013,4/2/2020,USD,2450000000,Y
BL096647,TERM,WOWFIN,375,0,100,4/1/2013,4/1/2019,USD,2185000000,N
BL096707,TERM,CAPIAU,325,0,100,4/10/2013,4/10/2019,USD,1700000000,N
BL097468,TERM,ABCSUP,275,0,75,4/16/2013,4/16/2020,USD,1250000000,Y
BL097608,TERM,HTZ,225,0,75,4/8/2013,3/11/2018,USD,2350000000,Y
BL097957,TERM,EM,250,0,125,4/25/2013,11/2/2018,USD,1967930000,N
BL098004,TERM,CEQUEL,275,0,75,4/12/2013,2/14/2019,USD,3278000000,#N/A N/A
BL098312,TERM,CSCHLD,250,0,#N/A N/A,4/17/2013,4/17/2020,USD,4808510000,N
BL098526,TERM,PF,250,0,75,4/29/2013,4/29/2020,USD,2855000000,N
BL098814,TERM,CDWC,250,0,100,4/29/2013,4/29/2020,USD,1540000000,Y
BL098910,TERM,HCA,275,0,#N/A N/A,4/25/2013,5/1/2018,USD,7272848846,N
BL099078,TERM,UPCB,250,0,75,4/18/2013,6/30/2021,USD,6248000000,N
BL099300,TERM,CHTR,225,0,75,5/3/2013,1/3/2021,USD,12053000000,N
BL099672,TERM,ALBLLC,375,0,100,5/9/2013,3/21/2019,USD,7441032166,Y
BL099712,TERM,HCA,275,0,#N/A N/A,5/3/2013,3/31/2017,USD,7772848846,N
BL099828,TERM,DRY,325,0,100,5/14/2013,11/8/2019,USD,1615000000,Y
BL099899,TERM,JCP,500,0,100,5/22/2013,5/22/2018,USD,2250000000,Y
BL100184,TERM,LPLA,250,0,75,5/13/2013,3/29/2019,USD,2643375000,N
BL100258,TERM,GNRC,275,0,75,5/31/2013,5/31/2020,USD,1200000000,Y
BL100413,TERM,WMG,275,0,100,5/9/2013,7/1/2020,USD,1310000000,Y
BL100557,TERM,GLOLIN,375,0,125,5/23/2013,5/21/2020,USD,1060000000,Y
BL100568,TERM,SEAS,225,0,75,5/14/2013,5/14/2020,USD,2613305615,N
BL100838,TERM,IHRT,675,0,#N/A N/A,5/31/2013,#N/A Field Not Applicable,USD,6300000000,N
BL100855,TERM,MGM,250,0,100,5/14/2013,12/20/2019,USD,3995625000,Y
BL101006,TERM,ARYLIF,350,0,100,5/30/2013,5/23/2020,USD,1475000000,N
BL101469,TERM,UVN,300,0,100,5/29/2013,3/1/2020,USD,5476726000,Y
BL101668,TERM,NRG,200,0,75,6/4/2013,7/1/2018,USD,4411000000,N
BL101669,TERM,USFOOD,350,0,100,6/7/2013,3/31/2019,USD,2100000000,Y
BL101755,TERM,CAREST,400,0,100,6/7/2013,6/7/2019,USD,904665121,Y
BL101955,TERM,PAH,300,0,100,6/7/2013,6/7/2020,USD,3544511300,Y
BL102070,TERM,BMC,400,0,100,9/10/2013,9/10/2020,USD,4228000000,Y
BL105168,TERM,BPOCN,325,0,#N/A N/A,6/3/2013,6/3/2016,USD,1000000000,#N/A N/A
BL105980,TERM,CNGO,600,0,100,3/31/2014,3/31/2020,USD,2050000000,Y
BL106009,DELAY-DRAW TERM,MEG,325,0,100,7/31/2013,7/31/2020,USD,1935000000,Y
BL106054,TERM,TRCO,300,0,100,12/27/2013,12/27/2020,USD,4073000000,Y
BL106540,TERM,HARFRE,375,0,100,7/26/2013,7/26/2019,USD,1000000000,Y
BL107477,TERM,ATVI,250,0,75,10/11/2013,10/11/2020,USD,5300000000,Y
BL107508,TERM,NCR,175,0,#N/A N/A,7/25/2013,7/25/2018,USD,2215000000,N
BL107829,TERM,MSYLN,400,0,100,8/16/2013,12/12/2018,USD,1418323000,N
BL107844,TERM,CYH,325,0,100,1/27/2014,1/27/2021,USD,8302000000,Y
BL108583,TERM,RXN,300,0,100,8/21/2013,8/21/2020,USD,2215000000,Y
BL109116,TERM,ALSN,275,0,100,8/26/2013,8/23/2019,USD,2913240854,Y
BL109181,TERM,LVLT,300,0,100,8/16/2013,1/15/2020,USD,4610500000,Y
BL109926,TERM,QUIKHO,300,0,100,9/26/2013,9/30/2020,USD,1332775000,Y
BL110020,PIK TERM,AKRX,350,75,100,4/17/2014,4/16/2021,USD,1045000000,Y
BL110708,TERM,BMET,350,0,#N/A N/A,9/25/2013,7/25/2017,USD,4140950000,Y
BL110843,TERM,BTU,325,0,100,9/24/2013,9/24/2020,USD,2850000000,N
BL111404,TERM,JAH,275,0,#N/A N/A,10/3/2013,9/30/2020,USD,3499738665,N
BL111757,TERM,HLT,300,0,100,10/25/2013,10/26/2020,USD,5225000000,Y
BL112344,TERM,CERPLC,600,0,100,10/11/2013,10/11/2020,USD,2769500000,N
BL112803,TERM,LAUR,375,0,125,10/3/2013,6/16/2018,USD,2146582846,N
BL114892,TERM,SOWISP,175,0,#N/A N/A,10/7/2013,10/7/2018,USD,2650000000,#N/A N/A
BL115177,TERM,SANCRE,400,0,100,11/8/2013,11/8/2020,USD,1202000000,N
BL115808,TERM,BJ,350,0,100,11/18/2013,9/26/2019,USD,1500000000,Y
BL115963,TERM,MUNINY,#N/A N/A,#N/A N/A,#N/A N/A,10/31/2013,#N/A Field Not Applicable,USD,1600000000,#N/A N/A
BL115999,DIP TERM,TXU,275,0,75,5/5/2014,11/7/2016,USD,4475000000,Y
BL116098,TERM,ET,250,0,75,12/2/2013,12/2/2019,USD,1400000000,N
BL116118,TERM,SERSIM,325,0,100,11/18/2013,10/1/2019,USD,1280175000,Y
BL116180,TERM,MURREN,425,0,100,12/5/2013,12/5/2019,USD,1245000000,#N/A N/A
BL116455,TERM,BRANDI,375,0,100,11/26/2013,11/26/2020,USD,1575000000,Y
BL116463,TERM,ONECAL,400,0,100,11/27/2013,11/27/2020,USD,1081913930,Y
BL116682,TERM,EIGI,400,0,100,11/25/2013,11/9/2019,USD,1950000000,N
BL116794,TERM,ZAYO,300,0,100,11/26/2013,7/2/2019,USD,2474750000,N
BL116800,TERM,DAL,275,0,75,11/25/2013,4/20/2017,USD,2569062500,N
BL116873,TERM,REYNOL,300,0,100,11/27/2013,12/1/2018,USD,2620817100,N
BL116877,TERM,QTRN,250,0,125,12/20/2013,6/8/2018,USD,2461000000,Y
BL116943,TERM,BASSPR,300,0,75,11/21/2013,11/20/2019,USD,1127000000,#N/A N/A
BL117008,TERM,GNC,250,0,75,11/26/2013,3/4/2019,USD,1131197356,N
BL117034,TERM,ALIANT,325,0,100,12/20/2013,12/20/2019,USD,1228700000,Y
BL117204,TERM,NUGGET,300,0,100,11/27/2013,4/24/2018,USD,1200000000,#N/A N/A
BL117389,TERM,BRKMAN,300,0,100,12/18/2013,12/18/2020,USD,1695357143,Y
BL117463,TERM,IHRT,750,0,#N/A N/A,12/18/2013,7/30/2019,USD,6300000000,N
BL117572,TERM,SLXP,325,0,100,1/2/2014,1/2/2020,USD,1350000000,Y
BL118040,REV,LVS,150,0,#N/A N/A,12/19/2013,9/19/2020,USD,4760675000,N
BL118041,TERM,LVS,250,0,75,12/19/2013,12/19/2020,USD,3400000000,Y
BL118169,TERM,DHCP,375,0,100,12/19/2013,12/18/2020,USD,1600000000,Y
BL118200,TERM,COMINV,325,0,100,12/30/2013,12/27/2019,USD,1522000000,Y
BL118318,TERM,CMLS,325,0,100,12/23/2013,12/23/2020,USD,2025000000,Y
BL118319,TERM,AAL,300,0,75,12/27/2013,6/27/2019,USD,3300000000,N
BL118506,TERM,FIAT,275,0,75,12/23/2013,5/24/2017,USD,4482500000,N
BL118671,TERM,LWSN,275,0,100,1/2/2014,6/3/2020,USD,3693140000,Y
BL118741,TERM,REDPRA,500,0,100,12/23/2013,12/21/2018,USD,1589000000,Y
BL118799,TERM,CCI,225,0,75,12/30/2013,1/31/2021,USD,5910000000,N
BL119025,TERM,BERY,275,0,100,1/6/2014,1/6/2021,USD,4625000000,Y
BL121633,TERM,UVN,300,0,100,1/23/2014,3/1/2020,USD,5476726000,Y
BL121714,TERM,AXTA,300,0,100,2/3/2014,2/1/2020,USD,3219692500,Y
BL121825,TERM,KCI,300,0,100,1/22/2014,5/4/2018,USD,2371738736,N
BL121913,TERM,LTSBUY,325,0,75,1/29/2014,4/13/2020,USD,2489500000,Y
BL121990,TERM,WSTC,250,0,75,1/24/2014,6/30/2018,USD,2194000000,N
BL122220,TERM,CYH,325,0,#N/A N/A,1/27/2014,1/25/2017,USD,8279000000,Y
BL122455,TERM,FDC,350,0,#N/A N/A,1/30/2014,3/24/2017,USD,10960746565,N
BL122457,TERM,FDC,400,0,#N/A N/A,1/30/2014,3/24/2021,USD,9971232998,N
BL122582,TERM,SVU,350,0,100,1/31/2014,3/21/2019,USD,1484608413,Y
BL122630,TERM,AVYA,550,0,100,2/5/2014,3/31/2018,USD,3376000000,Y
BL122633,TERM,DNKN,250,0,75,2/7/2014,2/7/2021,USD,1928919345,N
BL122640,TERM,SBAC,250,0,75,2/7/2014,3/24/2021,USD,3000000000,N
BL122712,TERM,DAL,275,0,75,2/6/2014,10/18/2018,USD,1935000000,N
BL122781,TERM,SEDGEW,275,0,100,2/28/2014,2/28/2021,USD,2224437500,Y
BL123045,TERM,FIAT,250,0,75,2/7/2014,12/31/2018,USD,1750000000,N
BL123094,TERM,PRX,300,0,100,2/20/2014,9/28/2019,USD,2025000000,Y
BL123144,TERM,ADSWST,300,0,75,2/14/2014,10/9/2019,USD,3862000000,Y
BL123241,TERM,INEGRP,275,0,100,2/21/2014,5/4/2018,USD,4100483350,Y
BL123705,TERM,PRTY,300,0,100,2/27/2014,7/27/2019,USD,1110965625,Y
BL123733,TERM,WYN,300,0,100,4/14/2014,4/14/2021,USD,2350000000,Y
BL123901,TERM,ARMK,250,0,75,2/24/2014,9/7/2019,USD,5021674857,N
BL123902,TERM,ARMK,250,0,75,2/24/2014,2/24/2021,USD,5021674857,N
BL123909,TERM,DLM,275,0,75,2/24/2014,3/8/2020,USD,1726400000,Y
BL123980,TERM,HOLX,250,0,75,2/26/2014,8/1/2019,USD,2446000000,N
BL124059,TERM,SABHLD,325,0,100,2/20/2014,2/19/2019,USD,3532250000,Y
BL124258,TERM,RRR,325,0,100,3/18/2014,3/1/2020,USD,1962000000,Y
BL124272,TERM,KAR,275,0,75,3/11/2014,3/11/2021,USD,2770000000,Y
BL124514,TERM,FSL,325,0,100,3/4/2014,3/1/2020,USD,3920000000,Y
BL124533,TERM,JCG,300,0,100,3/5/2014,3/5/2021,USD,1549990000,N
BL124603,TERM,PVH,175,0,#N/A N/A,3/21/2014,2/13/2019,USD,2966392000,N
BL124773,TERM,RLGY,300,0,75,3/10/2014,3/5/2020,USD,2775600000,Y
BL124813,TERM,IQV,275,0,100,3/17/2014,3/17/2021,USD,4937141540,N
BL124824,TERM,MTLPUB,275,0,100,3/6/2014,6/29/2018,USD,1153681386,N
BL124880,TERM,GRFSM,300,0,#N/A N/A,2/27/2014,2/27/2021,USD,7681280000,N
BL124892,TERM,WMMORR,425,0,100,5/6/2014,5/6/2021,USD,2400000000,N
BL125012,TERM,RAD,275,0,75,3/14/2014,2/21/2020,USD,2947292500,N
BL125044,TERM,NMG,325,0,100,3/13/2014,10/25/2020,USD,5718064480,Y
BL125435,TERM,MLTPLN,300,0,100,3/31/2014,3/31/2021,USD,2275000000,Y
BL125645,TERM,TRUN,300,0,100,4/9/2014,4/9/2021,USD,2090000000,Y
BL125732,TERM,KND,300,0,100,4/9/2014,4/9/2021,USD,1379987435,N
BL125735,TERM,MTX,325,0,75,5/9/2014,5/9/2021,USD,1760000000,Y
BL125739,TERM,SUNASC,500,0,100,3/31/2014,3/31/2019,USD,1096000000,N
BL125975,TERM,TLRD,350,0,100,6/18/2014,6/18/2021,USD,1100000000,Y
BL125991,DIP TERM,TXU,325,0,100,6/19/2014,12/19/2016,USD,5400000000,N
BL126064,TERM,CHKOUT,350,0,100,4/9/2014,4/9/2021,USD,1150000000,#N/A N/A
BL126161,TERM,PQCOR,300,0,100,3/27/2014,8/7/2017,USD,1372650000,N
BL126464,TERM,CARRIX,#N/A N/A,#N/A N/A,#N/A N/A,1/7/2014,1/7/2019,USD,1545000000,#N/A N/A
BL126504,TERM,SFRFP,375,0,75,5/8/2014,5/21/2020,USD,5307670000,Y
BL126708,TERM,FDML,375,0,100,4/15/2014,4/15/2021,USD,2525000000,Y
BL126718,TERM,SIGINT,300,0,100,5/1/2014,5/1/2021,USD,2518764990,#N/A N/A
BL127231,TERM,HBGCN,325,0,100,4/9/2014,10/2/2020,USD,2950650000,Y
BL127454,TERM,MILLAB,425,0,100,4/16/2014,4/16/2021,USD,1825000000,#N/A N/A
BL127513,TERM,NLSN,300,0,#N/A N/A,4/22/2014,4/15/2021,USD,4646953588,Y
BL127514,TERM,NLSN,200,0,#N/A N/A,4/22/2014,4/30/2019,USD,5146700000,N
BL127593,TERM,VMLUSF,137.5,0,#N/A N/A,3/25/2014,3/31/2020,USD,6388505000,N
BL128309,TERM,IDC,375,0,100,5/2/2014,5/2/2021,USD,2060000000,N
BL128933,TERM,ZBRA,400,0,75,10/27/2014,10/27/2021,USD,2450000000,N
BL129043,TERM,POST,300,0,75,6/2/2014,6/2/2021,USD,1985000000,N
BL129202,TERM,SFRFP,375,0,75,5/8/2014,5/21/2020,USD,5307670000,Y
BL129346,TERM,ORTCLI,375,0,100,6/30/2014,6/30/2021,USD,2665187500,Y
BL129379,TERM,DAEHIM,350,0,100,5/28/2014,5/28/2021,USD,1300000000,#N/A N/A
BL129549,TERM,GGNSCH,550,0,125,5/1/2014,5/4/2018,USD,1425000000,N
BL129672,TERM,GDDY,375,0,100,5/13/2014,5/13/2021,USD,1250000000,Y
BL129786,TERM,CTLT,350,0,100,5/20/2014,5/20/2021,USD,1942550000,Y
BL130220,TERM,CZR,875,0,100,6/11/2014,3/1/2017,USD,5469242720,N
BL130448,TERM,CGPHLC,525,0,100,5/8/2014,5/8/2021,USD,1325000000,N
BL130841,TERM,VNTV,200,0,#N/A N/A,6/13/2014,6/13/2019,USD,3885000000,N
BL130842,TERM,VNTV,300,0,75,6/13/2014,6/13/2021,USD,3875000000,N
BL130925,TERM,GWR,175,0,#N/A N/A,5/27/2014,5/31/2019,USD,2345735120,N
BL131645,TERM,DVA,275,0,75,6/24/2014,6/24/2021,USD,6145000000,N
BL132103,TERM,GATGLO,325,0,100,7/3/2014,7/6/2021,USD,2887200000,N
BL132515,TERM,LAFTNS,450,0,100,7/1/2014,7/1/2020,USD,1845000000,Y
BL132673,TERM,INDCPR,175,0,#N/A N/A,5/23/2014,5/21/2019,USD,2775000000,#N/A N/A
BL132988,TERM,SERV,325,0,100,7/1/2014,7/1/2021,USD,2676873802,Y
BL133211,TERM,LVLT,350,0,100,10/31/2014,1/31/2022,USD,4610500000,Y
BL134368,TERM,ADVSAL,325,0,100,7/25/2014,7/25/2021,USD,2785000000,Y
BL135295,TERM,FDC,350,0,#N/A N/A,7/18/2014,9/24/2018,USD,9982493569,N
BL135296,TERM,FDC,350,0,#N/A N/A,7/18/2014,3/24/2018,USD,9847450195,N
BL135323,TERM,NFP,350,0,100,7/24/2014,7/1/2020,USD,1239993750,Y
BL136077,TERM,BURL,325,0,100,8/13/2014,8/13/2021,USD,1200000000,Y
BL136201,TERM,CCTRH,325,0,100,7/28/2014,10/16/2020,USD,1621000000,Y
BL136736,TERM,CAMLNG,175,0,#N/A N/A,8/6/2014,8/6/2030,USD,7415000000,N
BL136812,TERM,ALBLLC,450,0,100,8/25/2014,8/25/2021,USD,7441032166,Y
BL136837,TERM,CHTR,350,0,75,9/12/2014,9/12/2021,USD,3500000000,Y
BL137076,TERM,ACOSTA,400,0,100,9/26/2014,9/26/2021,USD,2290000000,Y
BL137095,TERM,BWY,450,0,100,8/14/2014,8/14/2020,USD,1220000000,Y
BL137396,TERM,BPYU,175,0,#N/A N/A,8/1/2014,4/26/2016,USD,1386521311,N
BL137441,TERM,ALR,#N/A N/A,0,100,5/30/2014,6/30/2017,USD,2517250000,N
BL137789,TERM,UHS,150,0,#N/A N/A,8/7/2014,8/7/2019,USD,2708439750,N
BL137828,TERM,HUN,300,0,75,8/12/2014,10/1/2021,USD,3273000000,N
BL137959,TERM,CAMLNG,175,0,#N/A N/A,8/6/2014,8/6/2030,USD,7415000000,N
BL137961,TERM,CAMLNG,125,0,#N/A N/A,8/6/2014,8/6/2030,USD,7415000000,N
BL139029,TERM,ACM,300,0,75,10/17/2014,10/17/2021,USD,4662500000,Y
BL139253,TERM,CRC,200,0,0,9/24/2014,10/1/2019,USD,2400000000,N
BL139613,TERM,FLT,200,0,0,10/24/2014,11/17/2019,USD,3900000000,N
BL139622,TERM,TPFIIL,450,0,100,10/2/2014,10/2/2021,USD,1690000000,N
BL140107,TERM,MCROLN,425,0,100,11/20/2014,11/20/2021,USD,2150000000,Y
BL140384,DELAY-DRAW TERM,ACM,250,0,0,10/17/2014,10/17/2019,USD,4662500000,N
BL140401,TERM,PITRCE,325,0,100,10/3/2014,10/3/2021,USD,5300000000,N
BL141084,TERM,MPG,350,0,100,10/20/2014,10/20/2021,USD,1600000000,Y
BL141085,TERM,TOY,875,0,100,10/24/2014,4/24/2020,USD,1228937500,Y
BL141196,TERM,WHETEC,400,0,100,12/17/2014,12/17/2021,USD,1450000000,Y
BL142630,TERM,FLIQII,200,0,#N/A N/A,11/25/2014,11/25/2021,USD,4025000000,#N/A N/A
BL144184,TERM,TIBX,550,0,100,12/5/2014,12/4/2020,USD,2145000000,Y
BL144437,TERM,FMEGR,137.5,0,#N/A N/A,11/26/2014,10/30/2019,USD,4375419986,N
BL158277,TERM,BEAV,325,0,75,12/16/2014,12/16/2021,USD,2800000000,Y
BL158286,TERM,HILPOL,500,0,100,12/9/2014,12/9/2021,USD,1469000000,Y
BL158726,TERM,ASTENR,#N/A N/A,0,#N/A N/A,8/4/2014,8/31/2024,USD,1107733000,#N/A N/A
BL159503,TERM,SGMS,500,0,100,10/1/2014,10/1/2021,USD,4892589286,N
BL159612,TERM,ROYPHA,275,0,75,12/18/2014,11/9/2020,USD,4232900000,N
BL159729,TERM,CNL,175,0,0,4/13/2016,4/13/2019,USD,1450000000,N
BL161328,TERM,IION,375,0,100,12/1/2014,12/18/2020,USD,1190000000,Y
BL162175,TERM,PETM,400,0,100,3/10/2015,3/11/2022,USD,4300000000,Y
BL162849,TERM,SASOL,225,0,#N/A N/A,12/22/2014,12/15/2021,USD,4040000000,#N/A N/A
BL165227,TERM,CITHOL,850,0,100,2/12/2015,5/9/2018,USD,1300000000,N
BL165415,TERM,DLTR,225,0,0,3/9/2015,7/6/2020,USD,6200000000,N
BL165615,TERM,COMM,300,0,75,5/28/2015,12/29/2022,USD,1775000000,Y
BL165804,TERM,SSNC,325,0,75,7/8/2015,7/8/2022,USD,2630000000,Y
BL166120,TERM,UNIT,400,0,100,4/24/2015,10/24/2022,USD,2640000000,Y
BL166181,TERM,STAFHL,550,0,100,3/13/2015,3/13/2022,USD,1220000000,Y
BL166183,TERM,RVBD,500,0,100,4/27/2015,4/27/2022,USD,1725000000,Y
BL166475,DELAY-DRAW TERM,FTR,250,0,0,8/12/2015,3/31/2021,USD,3125000000,N
BL166541,TERM,REYNOL,350,0,100,2/25/2015,12/1/2018,USD,2705629800,N
BL166668,REV,BLL,150,0,#N/A N/A,2/19/2015,2/19/2018,USD,2250000000,N
BL166932,TERM,GWR,200,0,#N/A N/A,3/20/2015,3/31/2020,USD,2559013095,N
BL167117,TERM,CYH,325,0,#N/A N/A,3/9/2015,12/31/2018,USD,8243957253,Y
BL168031,TERM,ALVOGN,500,0,100,4/2/2015,4/2/2022,USD,1105000000,Y
BL168280,TERM,MURREN,650,0,100,4/16/2015,4/17/2020,USD,1875000000,N
BL169529,TERM,AIMEGR,350,0,100,4/28/2015,4/28/2022,USD,1950000000,Y
BL170307,TERM,OI,150,0,0,4/22/2015,4/22/2020,USD,3185000000,N
BL170403,TERM,LTM,325,0,100,6/10/2015,6/10/2022,USD,1590625000,Y
BL170550,TERM,VMLUSF,125,0,#N/A N/A,4/10/2015,3/30/2021,USD,6388505000,N
BL171039,TERM,AMNPHA,350,0,100,4/17/2015,11/2/2019,USD,1409800000,Y
BL171139,TERM,ENMC,325,0,100,5/7/2015,6/7/2020,USD,1055000000,N
BL171146,TERM,AVYA,525,0,100,5/29/2015,5/29/2020,USD,3376000000,Y
BL171317,TERM,ACOSTA,325,0,100,4/30/2015,9/26/2021,USD,2269675000,Y
BL171393,TERM,MPG,275,0,100,5/11/2015,10/20/2021,USD,1868400013,Y
BL171550,TERM,STENOR,325,0,100,5/15/2015,5/15/2022,USD,1273000000,Y
BL171718,TERM,ZAYO,275,0,100,5/6/2015,5/6/2021,USD,2095404032,Y
BL171739,TERM,CC,300,0,75,5/12/2015,5/12/2022,USD,2250000000,N
BL171744,TERM,SIGCBL,325,0,100,5/13/2015,3/13/2022,USD,2757790000,Y
BL171983,TERM,LVLT,275,0,75,5/8/2015,5/31/2022,USD,6610500000,Y
BL172037,TERM,PETM,325,0,100,5/15/2015,3/11/2022,USD,4300000000,Y
BL172104,TERM,INFA,350,0,100,6/3/2015,8/6/2022,USD,2133875000,Y
BL172183,TERM,TDG,275,0,75,5/14/2015,5/14/2022,USD,7873172307,Y
BL172276,TERM,WOWFIN,350,0,100,5/21/2015,4/1/2019,USD,2043930000,N
BL172278,TERM,AAL,275,0,75,5/21/2015,6/27/2020,USD,3266750000,N
BL172296,TERM,CYH,300,0,100,5/18/2015,12/31/2019,USD,5383957253,Y
BL172297,TERM,CYH,325,0,100,5/18/2015,1/27/2021,USD,3328957253,Y
BL172318,TERM,HOLX,175,0,0,5/29/2015,5/29/2020,USD,2500000000,N
BL172350,TERM,ALXN,175,0,0,6/22/2015,6/22/2020,USD,4000000000,N
BL172370,TERM,BCOHOL,350,0,100,5/26/2015,5/26/2022,USD,1475000000,Y
BL172468,TERM,TWCCHO,500,0,75,6/3/2015,2/13/2020,USD,1100000000,N
BL172496,TERM,EGLPT,375,0,100,6/1/2015,6/1/2022,USD,1721200000,Y
BL172547,PIK TERM,NEWLSQ,875,0,100,6/15/2015,12/7/2020,USD,1500000000,#N/A N/A
BL172748,TERM,VBR,400,0,100,5/27/2015,12/11/2021,USD,1018100000,Y
BL172861,TERM,BASSPR,325,0,75,6/5/2015,6/5/2020,USD,1740000000,#N/A N/A
BL172922,TERM,TRUN,300,0,75,6/2/2015,4/9/2021,USD,2627000000,Y
BL172999,TERM,CPN,275,0,75,5/28/2015,5/27/2022,USD,1600000000,Y
BL173193,TERM,DLTR,275,0,75,6/11/2015,7/6/2022,USD,5121000000,Y
BL173220,TERM,HCA,150,0,#N/A N/A,6/10/2015,6/10/2020,USD,6065606875,N
BL173493,TERM,DELL,325,0,75,6/5/2015,4/29/2020,USD,6778905000,Y
BL173503,DELAY-DRAW TERM,CHCOCH,225,0,#N/A N/A,5/13/2015,5/13/2022,USD,10999769810,N
BL173772,TERM,ACALTD,400,0,100,7/2/2015,7/2/2022,USD,1825000000,Y
BL173847,TERM,SPB,300,0,75,6/23/2015,6/23/2022,USD,2345860000,Y
BL174011,TERM,ALR,325,0,100,6/18/2015,6/18/2022,USD,1950000000,N
BL174075,TERM,PRSESE,400,0,100,7/1/2015,7/1/2021,USD,3000000000,Y
BL174456,TERM,TIAUTO,350,0,100,6/25/2015,6/30/2022,USD,1554162500,Y
BL174602,TERM,MEG,300,0,100,6/22/2015,7/31/2020,USD,1820000000,Y
BL174773,TERM,MTX,300,0,75,6/23/2015,5/9/2021,USD,1578000000,Y
BL174775,TERM,TRCO,300,0,75,6/24/2015,12/27/2020,USD,4560447975,Y
BL174967,TERM,ASNA,450,0,75,8/21/2015,8/21/2022,USD,1800000000,Y
BL175066,TERM,HRC,200,0,0,9/8/2015,9/8/2020,USD,2300000000,N
BL175124,TERM,UNVR,325,0,100,7/1/2015,7/1/2022,USD,2326330000,Y
BL175646,TERM,FDC,375,0,#N/A N/A,7/10/2015,7/10/2022,USD,9504772998,N
BL175683,TERM,AER,200,0,0,3/31/2015,3/30/2021,USD,1100000000,N
BL176024,TERM,INDTOL,#N/A N/A,0,#N/A N/A,5/27/2015,5/27/2020,USD,2148900000,N
BL177244,TERM,UNSEAM,375,0,100,7/28/2015,7/28/2022,USD,3541000000,Y
BL177299,TERM,STZ,150,0,0,7/16/2015,7/16/2020,USD,5218600000,N
BL177605,TERM,ALIANT,350,0,100,8/14/2015,8/14/2022,USD,1820000000,Y
BL177608,TERM,JBSSBZ,300,0,100,9/18/2015,10/30/2022,USD,2168000000,Y
BL177676,TERM,ALIXPA,350,0,100,7/28/2015,7/28/2022,USD,1175000000,Y
BL177955,TERM,NAV,550,0,100,8/7/2015,8/7/2020,USD,1040000000,Y
BL177967,TERM,CHTR,250,0,75,8/24/2015,8/24/2021,USD,3800000000,N
