Dates,BL214824,BL122781,BL125044,BL101755,BL171317,BL173772,BL173220,BL185999,BL166475,BL174967,BL180772,BL172297,BL171139,BL126064,BL134368,BL224671,BL244847,BL226994,BL199124,BL202268,BL270579,BL271889,BL271576,BL275384,BL268988,BL270253,BL270251,BL283150,BL288292,BL285485,BL279056,BL283316,BL283330,BL258043,BL268525,BL268529,BL272558,BL268221,BL269547,BL289775,BL283894,BL239854,BL240380,BL239692,BL237313,BL243298,BL243297,BL248205,BL240488,BL238555,BL241337,BL238050,BL236984,BL236282,BL239077,BL235595,BL235818,BL235596,BL238034,BL236141,BL244067,BL242468,BL238574,BL244829,BL240639,BL243923,BL244467,BL248517,BL246641,BL243518,BL240745,BL244046,BL235684,BL235318,BL228717,BL236101,BL236099,BL235542,BL235474,BL238753,BL237452,BL237116,BL235775,BL235531,BL228280,BL230354,BL234871,BL235079,BL234908,BL231749,BL234906,BL231646,BL235088,BL201089,BL221093,BL224167,BL221394,BL078201,BL177244,BL221885,BL226478,BL239798,BL238958,BL235667,BL241299,BL238559,BL240392,BL228609,BL224479,BL243887,BL243427,BL243413,BL252803,BL251803,BL251813,BL249939,BL249185,BL251721,BL248073,BL243779,BL249221,BL249193,BL244143,BL249838,BL256296,BL256294,BL256630,BL256669,BL258305,BL256132,BL255241,BL255284,BL258313,BL265203,BL263658,BL264554,BL264572,BL267174,BL263233,BL265827,BL263923,BL262947,BL265252,BL258203,BL256304,BL254415,BL256250,BL258581,BL256771,BL256472,BL255285,BL258569,BL267016,BL269515,BL267552,BL268493,BL264763,BL268829,BL269818,BL269805,BL264762,BL269822,BL268695,BL269464,BL267819,BL265955,BL268721,BL249064,BL249131,BL249938,BL251616,BL265742,BL265748,BL267827,BL264630,BL267859,BL265961,BL268375,BL266676,BL263112,BL264833,BL260471,BL261839,BL264270,BL264277,BL254693,BL256136,BL252700,BL254713,BL255912,BL265469,BL264030,BL262812,BL262110,BL250043,BL252667,BL252657,BL251802,BL255496,BL264384,BL264386,BL261887,BL258040,BL262450,BL257815,BL261982,BL266406,BL262268,BL266251,BL264940,BL263445,BL263522,BL265493,BL262837,BL262593,BL255501,BL257124,BL256111,BL250103,BL249813,BL272504,BL277689,BL284815,BL282154,BL277177,BL283512,BL276900,BL272284,BL273705,BL276960,BL274402,BL278225,BL281230,BL283540,BL282786,BL283140,BL271621,BL272169,BL270296,BL274101,BL272736,BL271061,BL270279,BL272630,BL268255,BL282871,BL282872,BL282346,BL272312,BL276610,BL279673,BL278129,BL277509,BL275777,BL281227,BL285458,BL283048,BL273704,BL277057,BL282449,BL279559,BL282856,BL285067,BL282828,BL285607,BL268292,BL269673,BL273240,BL268313,BL268576,BL269624,BL270193,BL268909,BL249678,BL250867,BL248414,BL249434,BL269824,BL268187,BL267931,BL268211,BL271396,BL269519,BL269518,BL268514,BL269238,BL258361,BL257455,BL257672,BL258570,BL255714,BL269186,BL270353,BL266024,BL265415,BL266977,BL269082,BL269782,BL264262,BL266039,BL270111,BL270456,BL268220,BL267169,BL272620,BL274109,BL276826,BL271080,BL272654,BL272187,BL277400,BL262488,BL262809,BL263096,BL262804,BL262090,BL264269,BL263002,BL295461,BL269923,BL281393,BL291890,BL256794,BL279790,BL272555,BL292293,BL284033,BL285328,BL285266,BL294352,BL282719,BL264562,BL249935,BL274107,BL291303,BL277717,BL292721,BL291377,BL292894,BL293381,BL280251,BL243812,BL271539,BL284253,BL296173,BL284931,BL293839,BL293840,BL295940,BL294010,BL291417,BL298518,BL298137,BL298052,BL300812,BL299530,BL298746,BL297911,BL276648,BL265142,BL110020,BL273210,BL287002,BL294485,BL285601,BL296934,BL299490,BL299117,BL309430,BL309413,BL300612,BL300596,BL300608,BL285059,BL301737,BL311530,BL309070,BL310348,BL315654,BL311626,BL316132,BL311390,BL310475,BL315334,BL311235,BL311756,BL312030,BL310425,BL309165,BL311032,BL268201,BL284165,BL295514,BL299028,BL300324,BL301560,BL299971,BL283223,BL308954,BL317226,BL327259,BL319181,BL321917,BL320039,BL318401,BL319085,BL322048,BL318308,BL321912,BL323559,BL316906,BL315984,BL316584,BL319310,BL320420,BL324896,BL321515,BL311009,BL322278,BL320897,BL319691,BL319690,BL320479,BL320421,BL318776,BL321651,BL321673,BL324679,BL321283,BL320284,BL324687,BL321238,BL321113,BL310473,BL324361,BL328763,BL328253,BL328698,BL316538,BL328771,BL328332,BL320561,BL329701,BL320194,BL292069,BL269077,BL329793,BL328506,BL328521,BL328081,BL328400,BL328865,BL329934,BL329992,BL329554,BL329093,BL328151,BL329031,BL329025,BL330645,BL330619,BL329091,BL329409,BL330224,BL329265,BL328790,BL328802,BL331102,BL328496,BL329182,BL328625,BL328613,BL329900,BL329930,BL328162,BL328502,BL329002,BL328666,BL330021,BL329184,BL329204,BL329183,BL330764,BL329514,BL329515,BL263622,BL294854,BL328425,BL329428,BL329434,BL328488,BL329410,BL329095,BL266045,BL329263,BL329264,BL329681,BL329024,BL338406,BL331456,BL330150,BL335528,BL329414,BL326898,BL262463,BL341524,BL341797,BL305168,BL328490,BL328851,BL329422,BL338278,BL339513,BL331556,BL341962,BL342403,BL342736,BL342869,BL343059,BL343060,BL344353,BL344372,BL344501,BL325643,BL312818,BL323453,BL320288,BL338865,BL339093,BL342593
10/28/2020,26.968,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.813,#N/A N/A,#N/A N/A,#N/A N/A,32.348,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.305,#N/A N/A,#N/A N/A,38.952,86.625,32.039,98.188,#N/A N/A,#N/A N/A,99.313,97.909,98.875,#N/A N/A,#N/A N/A,99.25,99.25,#N/A N/A,99.625,#N/A N/A,#N/A N/A,92.79,#N/A N/A,97.813,99.75,97.938,#N/A N/A,99.625,#N/A N/A,97.686,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.063,#N/A N/A,#N/A N/A,95.25,97.438,#N/A N/A,99.875,99.5,#N/A N/A,#N/A N/A,#N/A N/A,97.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.313,93.688,98.438,88.375,#N/A N/A,98.578,86.625,98.563,98.25,#N/A N/A,82.5,#N/A N/A,#N/A N/A,98.994,95.375,94.583,94,#N/A N/A,#N/A N/A,#N/A N/A,99.563,#N/A N/A,94.375,#N/A N/A,98.983,97.5,#N/A N/A,89.938,#N/A N/A,87.75,98.125,#N/A N/A,71.556,#N/A N/A,#N/A N/A,#N/A N/A,99.725,#N/A N/A,#N/A N/A,96.625,#N/A N/A,96.387,98.063,#N/A N/A,61.52,#N/A N/A,#N/A N/A,81.88,98.438,#N/A N/A,92.875,#N/A N/A,99.125,98.75,#N/A N/A,99.875,96.625,#N/A N/A,95.375,96.688,96.138,38.002,98.563,98.438,99.899,84.445,97.5,99.125,99.063,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,95.313,#N/A N/A,98.313,76.949,93.938,96.625,59.62,100.125,#N/A N/A,99.875,97.125,#N/A N/A,#N/A N/A,79.349,#N/A N/A,98.132,#N/A N/A,#N/A N/A,96.625,#N/A N/A,94.42,64.198,#N/A N/A,#N/A N/A,#N/A N/A,98.563,#N/A N/A,97.375,#N/A N/A,84.523,#N/A N/A,#N/A N/A,97.938,99.91,98.063,#N/A N/A,93.813,86.99,#N/A N/A,97.688,25.085,#N/A N/A,96.625,97.125,37.818,#N/A N/A,94.75,98.5,#N/A N/A,#N/A N/A,93.242,98.438,99,#N/A N/A,#N/A N/A,99.063,#N/A N/A,#N/A N/A,94.375,#N/A N/A,97.5,#N/A N/A,#N/A N/A,98.438,#N/A N/A,#N/A N/A,99.125,87.25,#N/A N/A,#N/A N/A,94.188,98.391,96.125,97.75,#N/A N/A,88.625,#N/A N/A,96.188,90,#N/A N/A,#N/A N/A,97.625,#N/A N/A,96.75,#N/A N/A,98.078,#N/A N/A,#N/A N/A,98.625,94.063,#N/A N/A,#N/A N/A,98.625,2.8,96.813,91.061,#N/A N/A,99.625,#N/A N/A,99.375,#N/A N/A,96.75,99.313,96.938,96.75,#N/A N/A,#N/A N/A,#N/A N/A,97.945,#N/A N/A,96.813,99.625,91.536,#N/A N/A,98.875,#N/A N/A,#N/A N/A,#N/A N/A,98.25,96.375,#N/A N/A,99.063,#N/A N/A,#N/A N/A,97.938,#N/A N/A,99.313,#N/A N/A,75.301,98.733,98.5,84.75,99.835,85.938,#N/A N/A,97.125,98.688,50.874,#N/A N/A,97.438,#N/A N/A,98.563,92.106,#N/A N/A,#N/A N/A,97.543,#N/A N/A,#N/A N/A,96.688,98.438,#N/A N/A,#N/A N/A,99.25,93.22,97.313,#N/A N/A,99.592,#N/A N/A,84.58,99.625,95.188,99.75,89.696,98.438,100.75,92.442,88.375,72.068,82.75,96.5,103.542,94.438,99.313,#N/A N/A,#N/A N/A,#N/A N/A,89.258,90.75,#N/A N/A,98.563,79.881,98.25,98.5,99.411,71.063,74.587,98.313,#N/A N/A,#N/A N/A,100.5,99.125,#N/A N/A,94.25,92.5,95.755,#N/A N/A,98.25,#N/A N/A,#N/A N/A,#N/A N/A,93.75,#N/A N/A,91,98,84.478,98.875,97.25,98.875,97.188,#N/A N/A,#N/A N/A,92.5,62.663,#N/A N/A,#N/A N/A,100,#N/A N/A,99.875,98.438,97,99.75,99.438,99.75,#N/A N/A,#N/A N/A,98,99.563,#N/A N/A,92.851,#N/A N/A,97.206,99.25,#N/A N/A,85.938,68.563,#N/A N/A,#N/A N/A,98.812,100.063,97.063,97.43,98.438,95.875,93.875,93,#N/A N/A,98.938,92.313,93.125,99.875,96.625,#N/A N/A,98.296,88.25,97.375,97.688,97.438,96.313,98.5,97.875,94.875,98.319,98.063,95.625,99.938,96.5,97.25,86.882,99.25,97.375,97.063,97.524,74.168,97.187,99.75,98.188,99.375,98.25,98.375,99.875,98.688,96.563,97.739,98.063,98.438,97.5,98.25,100.25,98.875,96.688,97.875,97.688,98.313,98.938,100.375,97.438,98.563,97.438,97.625,97.988,96.709,98.125,97.688,97.313,99.75,98.824,97.438,99,94.25,98.188,96.625,98.347,95.375,96.188,98.875,101.125,97.313,97.438,94.938,98.063,96.25,97.875,98.979,99.485,99.438,96.688,97.438,95.375,96.688,98.5,97.75,88.563,97.486,96.375,74.66,90.875,98.651,97.694,96.938,96.828,97.53,97.438,97.82,98.063,97.197,97.125,96.125,94.875,99.563,#N/A N/A,98.375,90.625,97.125,99.5,96.188,99.625,96.563,95.188,95.625,96.186,98.606,98.188,99.25,99.313,99.5,89.438,97.563,99.875,99.25,99.875,97.375,96.746,96.75,98.831,98.625,99,99.75,99.5,97.5,99.125,100,98,98,98.688,99.25,98.375,97.063,98,97.125,98.909,99.938,100.188,98.25
10/29/2020,26.717,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.813,#N/A N/A,#N/A N/A,#N/A N/A,31.981,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.256,#N/A N/A,#N/A N/A,38.927,86.563,32.049,98.148,#N/A N/A,#N/A N/A,99.313,97.811,98.625,#N/A N/A,#N/A N/A,99.25,99.375,#N/A N/A,99.375,#N/A N/A,#N/A N/A,92.478,#N/A N/A,97.75,99.563,97.875,#N/A N/A,99.75,#N/A N/A,97.252,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.625,#N/A N/A,#N/A N/A,95.063,97.25,#N/A N/A,99.875,99.25,#N/A N/A,#N/A N/A,#N/A N/A,97.563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.25,93.438,98.188,88,#N/A N/A,98.469,86.688,98.375,98.25,#N/A N/A,82.438,#N/A N/A,#N/A N/A,98.994,94.875,94.445,93.688,#N/A N/A,#N/A N/A,#N/A N/A,99.75,#N/A N/A,93.188,#N/A N/A,98.759,97.188,#N/A N/A,89.688,#N/A N/A,90.125,97.875,#N/A N/A,70.964,#N/A N/A,#N/A N/A,#N/A N/A,99.696,#N/A N/A,#N/A N/A,96.625,#N/A N/A,96.436,98.125,#N/A N/A,61.514,#N/A N/A,#N/A N/A,82.971,98.313,#N/A N/A,92.875,#N/A N/A,98.813,98.625,#N/A N/A,99.25,96.188,#N/A N/A,95.188,97.813,96.266,38.004,98.438,98.438,99.898,84.421,97.375,99.063,99,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,95.125,#N/A N/A,98.313,76.95,93.125,96.313,59.63,100.125,#N/A N/A,99.875,97.125,#N/A N/A,#N/A N/A,79.291,#N/A N/A,98.164,#N/A N/A,#N/A N/A,96.313,#N/A N/A,94.644,64.198,#N/A N/A,#N/A N/A,#N/A N/A,98.563,#N/A N/A,96.875,#N/A N/A,83.915,#N/A N/A,#N/A N/A,97.813,99.767,98.125,#N/A N/A,93.875,86.962,#N/A N/A,97.625,24.362,#N/A N/A,96.625,96.938,37.839,#N/A N/A,94.563,98.5,#N/A N/A,#N/A N/A,93.368,98.438,98.875,#N/A N/A,#N/A N/A,98.688,#N/A N/A,#N/A N/A,94.188,#N/A N/A,96.5,#N/A N/A,#N/A N/A,98.438,#N/A N/A,#N/A N/A,#N/A N/A,87,#N/A N/A,#N/A N/A,94.063,98.247,96,97.75,#N/A N/A,88.625,#N/A N/A,96.125,90,#N/A N/A,#N/A N/A,97.25,#N/A N/A,96.563,#N/A N/A,97.73,#N/A N/A,#N/A N/A,98.563,93.625,#N/A N/A,#N/A N/A,98.875,2.8,96.75,90.762,#N/A N/A,99.625,#N/A N/A,99.313,#N/A N/A,96.563,99.313,97,96.313,#N/A N/A,#N/A N/A,#N/A N/A,97.912,#N/A N/A,96.75,99.5,91.131,#N/A N/A,98.688,#N/A N/A,#N/A N/A,#N/A N/A,98,96.438,#N/A N/A,98.5,#N/A N/A,#N/A N/A,97.875,#N/A N/A,98.938,#N/A N/A,75.312,98.733,98.313,85.188,99.709,85.875,#N/A N/A,96.813,98.625,50.898,#N/A N/A,97.375,#N/A N/A,98.438,91.825,#N/A N/A,#N/A N/A,97.234,#N/A N/A,#N/A N/A,96.5,98.313,#N/A N/A,#N/A N/A,99.375,93.128,97.188,#N/A N/A,99.506,#N/A N/A,84.473,99.625,94.625,99.688,91.277,98.188,100.813,92.368,88.25,72.065,82.5,96.25,103.647,94.375,99.313,#N/A N/A,#N/A N/A,#N/A N/A,88.844,90.75,#N/A N/A,98.313,78.789,98.25,98.375,99.367,70.938,73.853,98.125,#N/A N/A,#N/A N/A,100.5,99.313,#N/A N/A,93.875,92.375,95.748,#N/A N/A,98.063,#N/A N/A,#N/A N/A,#N/A N/A,93.75,#N/A N/A,90.375,97.938,84.478,98.625,97.125,98.75,96.688,#N/A N/A,#N/A N/A,92.25,60.426,#N/A N/A,#N/A N/A,100.063,#N/A N/A,99.375,97.938,96.688,99.75,98.25,99.188,#N/A N/A,#N/A N/A,97.813,99.438,#N/A N/A,92.36,#N/A N/A,96.761,99.063,#N/A N/A,85.813,62.25,#N/A N/A,#N/A N/A,98.236,100,96.875,97.419,98.813,95.625,94,93.125,#N/A N/A,98.938,92.125,93.125,99.875,96.5,#N/A N/A,98.545,88.25,97.25,97.813,97.5,96.313,98.375,97.75,94.875,98.117,98,95.5,99.813,96.5,97.25,86.914,99.125,97.625,96.75,97.282,73.804,97.119,99.625,98.125,99.313,97.813,98.5,99.875,98.375,96.563,98.335,97.688,98.188,97.5,98.063,100,98.875,96.438,97.75,97.438,97.688,98.813,100.25,97.188,98.5,96.875,97.938,97.602,96.863,98.125,97.438,97.25,99.625,98.766,97.5,98.875,94,98.063,96.688,98.294,96.25,96.125,98.813,101.063,97.063,97.625,94.563,98,95.688,97.625,99.024,99.929,98.75,96.375,97.25,94.438,96.563,98.063,97.125,88.063,97.485,96.438,74.776,90.188,98.383,97.172,96.438,96.722,97.5,97.188,97.265,98.438,97.457,96.938,95.625,94.813,99.25,#N/A N/A,97.875,89.625,97.125,99.438,96.188,99.625,95.625,94.313,94.625,96.295,98.285,97.75,98.75,98.938,99.375,89.438,97,98.875,99.063,99.875,97.313,96.418,96.625,98.828,98.5,98.875,99.75,99.375,96.875,98.625,99.875,97.938,97.813,98.625,99.188,98.438,97.188,97.875,97.125,98.893,99.875,100.063,97.938
10/30/2020,26.643,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.875,#N/A N/A,#N/A N/A,#N/A N/A,31.763,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.472,#N/A N/A,#N/A N/A,39.882,87.125,32.049,98.255,#N/A N/A,#N/A N/A,99.25,97.659,98.688,#N/A N/A,#N/A N/A,99.25,99.375,#N/A N/A,99.188,#N/A N/A,#N/A N/A,92.457,#N/A N/A,97.563,99.563,97.75,#N/A N/A,99.75,#N/A N/A,97.121,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.688,#N/A N/A,#N/A N/A,94.438,97.125,#N/A N/A,99.875,99.313,#N/A N/A,#N/A N/A,#N/A N/A,97.563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.313,93.625,98.188,87.813,#N/A N/A,98.466,86.5,98.063,98.25,#N/A N/A,82.375,#N/A N/A,#N/A N/A,98.37,95.063,94.019,93.813,#N/A N/A,#N/A N/A,#N/A N/A,99.75,#N/A N/A,93.375,#N/A N/A,98.789,97.25,#N/A N/A,89.875,#N/A N/A,89.875,97.875,#N/A N/A,71.526,#N/A N/A,#N/A N/A,#N/A N/A,99.709,#N/A N/A,#N/A N/A,96.625,#N/A N/A,96.45,98.063,#N/A N/A,61.508,#N/A N/A,#N/A N/A,82.929,97.75,#N/A N/A,92.875,#N/A N/A,98.625,98.625,#N/A N/A,99.188,96.188,#N/A N/A,95.188,96.688,95.917,38.006,98.188,98.25,99.896,84.399,97.375,99.125,99.063,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,95.313,#N/A N/A,98.313,76.95,93.25,96.188,59.641,100.125,#N/A N/A,99.875,97.125,#N/A N/A,#N/A N/A,79.229,#N/A N/A,98.165,#N/A N/A,#N/A N/A,96.375,#N/A N/A,94.324,64.207,#N/A N/A,#N/A N/A,#N/A N/A,98.563,#N/A N/A,96.875,#N/A N/A,83.807,#N/A N/A,#N/A N/A,97.75,99.763,97.813,#N/A N/A,94.125,86.926,#N/A N/A,97.563,24.551,#N/A N/A,96.625,96.938,37.235,#N/A N/A,94.625,97.688,#N/A N/A,#N/A N/A,93.344,98.438,98.875,#N/A N/A,#N/A N/A,98.625,#N/A N/A,#N/A N/A,94.125,#N/A N/A,96.5,#N/A N/A,#N/A N/A,98.25,#N/A N/A,#N/A N/A,#N/A N/A,87,#N/A N/A,#N/A N/A,93.938,98.258,96,97.688,#N/A N/A,88.688,#N/A N/A,96.188,90.5,#N/A N/A,#N/A N/A,97,#N/A N/A,96.5,#N/A N/A,97.698,#N/A N/A,#N/A N/A,98.5,93.625,#N/A N/A,#N/A N/A,98.5,2.8,96.813,91.275,#N/A N/A,99.563,#N/A N/A,99.313,#N/A N/A,96.438,99.313,97,96.313,#N/A N/A,#N/A N/A,#N/A N/A,97.998,#N/A N/A,96.875,99.5,91.858,#N/A N/A,98.75,#N/A N/A,#N/A N/A,#N/A N/A,98.125,96.375,#N/A N/A,98.5,#N/A N/A,#N/A N/A,97.875,#N/A N/A,98.938,#N/A N/A,75.681,97.038,98.25,85.063,99.709,85.438,#N/A N/A,96.563,98.625,50.885,#N/A N/A,97,#N/A N/A,98.438,92.049,#N/A N/A,#N/A N/A,97.235,#N/A N/A,#N/A N/A,96.625,98.625,#N/A N/A,#N/A N/A,99.375,93.129,97.188,#N/A N/A,99.487,#N/A N/A,84.487,99.625,94.625,99.688,88,97.875,100.875,92.525,88.25,71.829,82.438,96.188,103.657,94.313,99.438,#N/A N/A,#N/A N/A,#N/A N/A,88.727,90.75,#N/A N/A,98.313,77.979,98.313,98.375,99.474,70.938,73.762,98,#N/A N/A,#N/A N/A,100.5,98.938,#N/A N/A,93.938,92.375,95.776,#N/A N/A,97.938,#N/A N/A,#N/A N/A,#N/A N/A,93.75,#N/A N/A,90,97.75,84.478,98.75,97,98.5,96.75,#N/A N/A,#N/A N/A,92.063,58.718,#N/A N/A,#N/A N/A,100.063,#N/A N/A,99.5,98.063,96.625,98.25,98.25,99,#N/A N/A,#N/A N/A,97.688,99.313,#N/A N/A,92.444,#N/A N/A,96.798,99.063,#N/A N/A,83.625,62.188,#N/A N/A,#N/A N/A,99.152,100,96.75,97.416,98.563,95.875,94,93.25,#N/A N/A,98.938,91.938,93.25,99.875,96.5,#N/A N/A,97.408,88.25,97.063,97.688,97.313,96.375,98.25,97.625,95,98.096,97.813,95.5,99.813,96.375,97.438,87.153,99.125,97.625,96.625,97.134,73.994,97.193,99.563,98.063,99.313,97.813,98.5,99.875,98.125,96.625,98.351,97.5,98.125,97.438,98,100,98.875,96.5,97.75,97.188,97.688,98.688,100.25,96.938,98.5,96.938,97.813,97.677,96.749,97.875,97.313,97.25,99.563,98.675,97.5,98.688,93.688,98.063,96.625,98.256,96.25,96.625,98.75,101.063,96.625,97.75,94.563,98,95.313,97.5,98.863,99.927,98.5,96.5,97.188,94.313,96.563,98,97,88,97.305,96.5,74.926,90.563,98.404,97.071,96.438,96.829,97.405,96.875,97.288,98.438,97.439,97.063,95.625,94.75,99.25,#N/A N/A,97.875,89.063,97.125,99.5,96.188,99.563,95.563,94.25,94.5,95.996,98.309,97.75,98.75,99,99.313,89.5,97.063,99.375,99.438,99.75,97.188,96.21,96.625,98.865,98.438,98.875,99.625,99.313,96.813,98.75,99.875,97.938,97.875,98.625,99.188,98.5,97.313,97.813,96.938,98.899,99.813,99.938,98.125
11/2/2020,26.541,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.875,#N/A N/A,#N/A N/A,#N/A N/A,31.635,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.471,#N/A N/A,#N/A N/A,40.074,86.75,31.525,98.096,#N/A N/A,#N/A N/A,100.188,97.634,98.688,#N/A N/A,#N/A N/A,99.25,99.375,#N/A N/A,99.313,#N/A N/A,#N/A N/A,92.455,#N/A N/A,97.5,99.5,98.063,#N/A N/A,99.75,#N/A N/A,97.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.813,#N/A N/A,#N/A N/A,94.75,97.188,#N/A N/A,99.875,99.313,#N/A N/A,#N/A N/A,#N/A N/A,97.563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.313,93.5,98.125,87.75,#N/A N/A,98.465,86.25,98,98.25,#N/A N/A,82.313,#N/A N/A,#N/A N/A,98.381,94.875,94.029,93.813,#N/A N/A,#N/A N/A,#N/A N/A,99.813,#N/A N/A,93.063,#N/A N/A,98.816,97.125,#N/A N/A,89.938,#N/A N/A,89.813,97.813,#N/A N/A,71.1,#N/A N/A,#N/A N/A,#N/A N/A,99.467,#N/A N/A,#N/A N/A,96.625,#N/A N/A,96.454,98.25,#N/A N/A,61.763,#N/A N/A,#N/A N/A,82.929,97.75,#N/A N/A,92.875,#N/A N/A,98.688,98.563,#N/A N/A,99.563,96.25,#N/A N/A,95.25,96.563,96.155,38.008,98.063,98.25,99.953,83.431,97.313,99.063,99.063,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,95.5,#N/A N/A,98.313,77.881,93.313,96.188,56.28,100.125,#N/A N/A,99.875,97.125,#N/A N/A,#N/A N/A,79.189,#N/A N/A,98.062,#N/A N/A,#N/A N/A,96.313,#N/A N/A,94.357,63.808,#N/A N/A,#N/A N/A,#N/A N/A,98.5,#N/A N/A,96.938,#N/A N/A,83.617,#N/A N/A,#N/A N/A,97.688,99.773,97.875,#N/A N/A,94.125,86.97,#N/A N/A,97.438,23.076,#N/A N/A,96.625,96.938,37.256,#N/A N/A,94.5,97.75,#N/A N/A,#N/A N/A,93.372,98.438,99,#N/A N/A,#N/A N/A,98.688,#N/A N/A,#N/A N/A,94,#N/A N/A,96.875,#N/A N/A,#N/A N/A,98.375,#N/A N/A,#N/A N/A,#N/A N/A,87,#N/A N/A,#N/A N/A,94,98.487,96,97.563,#N/A N/A,88.688,#N/A N/A,96.188,90.75,#N/A N/A,#N/A N/A,97.063,#N/A N/A,96.438,#N/A N/A,97.591,#N/A N/A,#N/A N/A,98.125,93.563,#N/A N/A,#N/A N/A,98.438,2.8,96.688,91.057,#N/A N/A,99.563,#N/A N/A,99.438,#N/A N/A,96.438,99.313,97,96.313,#N/A N/A,#N/A N/A,#N/A N/A,97.98,#N/A N/A,96.813,99.688,91.672,#N/A N/A,98.75,#N/A N/A,#N/A N/A,#N/A N/A,98.25,96.375,#N/A N/A,98.5,#N/A N/A,#N/A N/A,97.625,#N/A N/A,98.875,#N/A N/A,75.375,97.041,98.25,84.688,99.71,85.438,#N/A N/A,96.5,98.625,50.85,#N/A N/A,97.125,#N/A N/A,98.375,91.755,#N/A N/A,#N/A N/A,97.21,#N/A N/A,#N/A N/A,96.5,98.625,#N/A N/A,#N/A N/A,99.375,92.995,97.125,#N/A N/A,99.483,#N/A N/A,84.398,99.75,94.25,99.75,91.332,97.938,100.25,92.612,88.25,71.648,82.5,96.188,103.657,94.25,99,#N/A N/A,#N/A N/A,#N/A N/A,88.733,90.875,#N/A N/A,98.313,78.075,98.25,98.375,99.433,70.938,73.702,98.063,#N/A N/A,#N/A N/A,100.5,99.313,#N/A N/A,93.938,92.25,95.743,#N/A N/A,97.938,#N/A N/A,#N/A N/A,#N/A N/A,93.625,#N/A N/A,89.938,97.625,84.456,98.563,97.125,98.5,96.75,#N/A N/A,#N/A N/A,92.188,57.119,#N/A N/A,#N/A N/A,100,#N/A N/A,99.625,98.25,96.625,98.25,98.25,99.125,#N/A N/A,#N/A N/A,97.688,99.375,#N/A N/A,92.788,#N/A N/A,96.764,99.125,#N/A N/A,83.625,62.375,#N/A N/A,#N/A N/A,98.301,100,96.875,97.412,98.563,95.375,94.125,93.25,#N/A N/A,98.813,91.625,93.25,99.875,96.5,#N/A N/A,97.399,88.25,97.125,97.688,97.313,96.438,98.188,97.5,93.375,98.035,97.938,95.5,99.75,96.375,97.438,86.595,99.063,97.563,96.813,97.077,74.039,97.149,99.5,98,99.125,97.938,98.5,99.813,98.188,96.625,98.388,97.813,98.125,97.438,98.063,100,99,96.563,97.938,97.313,97.688,98.75,100.375,96.563,98.5,96.938,97.125,97.18,96.968,97.875,97.375,97.25,99.563,98.619,97.375,98.813,93.375,98.063,96.375,98.297,94.375,96.625,98.688,101.063,97.063,97.75,95,98.063,95.313,97.5,98.9,99.927,98.5,96.625,97.25,94.313,96.438,98.063,97,88.063,97.413,96.5,74.683,90.063,98.005,97.033,96.375,96.844,97.402,96.875,97.33,98.25,97.439,97,95.813,94.75,99.25,#N/A N/A,97.813,89,97,99.5,96.188,99.688,95.625,94.188,94.438,96.349,98.303,97.75,98.75,99,99.313,89.5,97,99.5,99.375,99.875,97,96.185,96.438,99.15,98.5,98.938,99.563,99.313,97,98.813,99.938,97.625,97.813,98.563,99.25,98.438,97.188,97.938,96.813,98.905,99.75,100.063,98.125
