ticker,date,pred,side,close,trgt,name,cpn,maturity,t1,signal,profit_take,stop_loss
ZP300076,2021-02-03 21:47:01,1.0,1.0,92.75,0.07380958810341572,LPI,9.5,2025-01-15 00:00:00,2021-02-13 21:47:01,0.0,99.5958392965918,79.05832140681639
