ticker,date_time,price
AL094029,2020-06-29 19:37:00+00:00,74.085
QZ203555,2020-06-29 19:39:42+00:00,93.841
QZ203555,2020-06-29 19:39:48+00:00,93.941
QZ203555,2020-06-29 19:39:48+00:00,93.841
AO040513,2020-06-29 19:42:50+00:00,88.037
AO040513,2020-06-29 19:42:57+00:00,88.037
ZP300076,2020-06-29 19:43:31+00:00,71.03
AO040513,2020-06-29 19:45:15+00:00,91.3
AO040513,2020-06-29 19:45:35+00:00,91.3
AO040513,2020-06-29 19:45:35+00:00,91.4
EJ444912,2020-06-29 19:50:55+00:00,76.0
EJ444912,2020-06-29 19:50:56+00:00,76.0
AP654325,2020-06-29 19:52:48+00:00,92.48
AO602067,2020-06-29 19:56:18+00:00,56.7
AO602067,2020-06-29 19:56:19+00:00,56.8
EJ444912,2020-06-29 19:58:20+00:00,79.612
ZR630910,2020-06-29 19:58:20+00:00,97.914
AO602067,2020-06-29 19:58:21+00:00,57.663
AL094029,2020-06-29 19:58:22+00:00,77.549
AO602067,2020-06-29 19:58:22+00:00,57.663
AU307195,2020-06-29 19:58:57+00:00,40.5
AP654325,2020-06-29 20:09:13+00:00,94.32
AU307195,2020-06-29 20:10:31+00:00,40.75
AL094029,2020-06-29 20:12:33+00:00,77.29
AU307195,2020-06-29 20:13:55+00:00,39.741
EJ444912,2020-06-29 20:14:35+00:00,78.5
QZ203555,2020-06-29 20:19:14+00:00,92.751
QZ203555,2020-06-29 20:19:24+00:00,92.626
AO181459,2020-06-29 20:22:16+00:00,82.378
AO181459,2020-06-29 20:23:03+00:00,82.503
EJ444912,2020-06-29 20:30:44+00:00,78.0
AO654246,2020-06-29 20:39:58+00:00,52.25
AO654249,2020-06-29 20:40:14+00:00,50.25
ZP300076,2020-06-29 20:50:03+00:00,70.5
AO654246,2020-06-29 20:54:49+00:00,52.0
AN418126,2020-06-29 20:57:52+00:00,39.071
EK860033,2020-06-29 20:57:52+00:00,39.077
AO654249,2020-06-30 12:00:14+00:00,49.89
AO654249,2020-06-30 12:00:14+00:00,49.881
EJ444912,2020-06-30 12:01:11+00:00,75.534
EJ444912,2020-06-30 12:41:22+00:00,78.005
EJ444912,2020-06-30 12:41:22+00:00,77.995
EJ444912,2020-06-30 13:16:50+00:00,78.0
AP654325,2020-06-30 13:27:15+00:00,90.72
AO602067,2020-06-30 13:33:37+00:00,57.0
QZ203555,2020-06-30 13:34:46+00:00,93.837
QZ203555,2020-06-30 13:34:48+00:00,93.937
QZ203555,2020-06-30 13:34:48+00:00,93.837
AO654246,2020-06-30 13:40:48+00:00,53.116
AO654246,2020-06-30 13:40:48+00:00,52.916
AO181459,2020-06-30 13:49:59+00:00,83.53
AP654325,2020-06-30 13:54:20+00:00,92.417
AP654325,2020-06-30 13:54:21+00:00,92.317
AP654325,2020-06-30 13:59:52+00:00,91.0
AP654325,2020-06-30 13:59:52+00:00,90.937
AP654325,2020-06-30 14:01:23+00:00,92.747
AU307195,2020-06-30 14:01:57+00:00,41.53
QZ203555,2020-06-30 14:05:51+00:00,94.08
ZR630910,2020-06-30 14:06:01+00:00,97.974
QZ203555,2020-06-30 14:06:11+00:00,94.18
QZ203555,2020-06-30 14:06:11+00:00,94.08
QZ203555,2020-06-30 14:07:53+00:00,93.83
QZ203555,2020-06-30 14:08:46+00:00,93.8
EJ444912,2020-06-30 14:18:18+00:00,76.022
EJ444912,2020-06-30 14:18:19+00:00,76.5
AP654325,2020-06-30 14:18:49+00:00,90.808
AO654249,2020-06-30 14:19:51+00:00,44.39
AO654249,2020-06-30 14:19:52+00:00,44.49
AO337996,2020-06-30 14:20:40+00:00,82.03
BK128013,2020-06-30 14:21:11+00:00,100.248
AP654325,2020-06-30 14:23:18+00:00,92.624
BK128013,2020-06-30 14:27:56+00:00,100.5
AO602067,2020-06-30 14:29:06+00:00,55.06
AP654325,2020-06-30 14:30:38+00:00,92.0
ZP300076,2020-06-30 14:35:10+00:00,70.025
AP654325,2020-06-30 14:41:12+00:00,90.383
ZR630910,2020-06-30 14:41:30+00:00,98.03
AP654325,2020-06-30 14:43:36+00:00,92.0
AP654325,2020-06-30 14:43:36+00:00,91.9
AN418126,2020-06-30 14:44:59+00:00,37.525
EK860033,2020-06-30 14:47:35+00:00,38.5
EK860033,2020-06-30 14:47:55+00:00,38.6
EK860033,2020-06-30 14:47:55+00:00,38.5
AO602067,2020-06-30 14:54:13+00:00,56.7
AO602067,2020-06-30 14:54:21+00:00,56.8
AO602067,2020-06-30 14:58:59+00:00,57.7
AO602067,2020-06-30 14:59:14+00:00,57.73
AO337996,2020-06-30 15:10:02+00:00,80.9
AO337996,2020-06-30 15:10:02+00:00,81.1
AO654249,2020-06-30 15:11:59+00:00,48.97
AO654246,2020-06-30 15:12:10+00:00,50.97
AU307195,2020-06-30 15:12:45+00:00,39.413
AU307195,2020-06-30 15:12:45+00:00,39.913
QZ203555,2020-06-30 15:14:34+00:00,92.97
AO181459,2020-06-30 15:15:44+00:00,82.503
AO337996,2020-06-30 15:17:55+00:00,80.9
AO337996,2020-06-30 15:17:55+00:00,81.1
AU307195,2020-06-30 15:23:12+00:00,40.5
AP654325,2020-06-30 15:23:41+00:00,91.383
AP654325,2020-06-30 15:38:34+00:00,91.8
AO602067,2020-06-30 15:39:25+00:00,56.125
AO602067,2020-06-30 15:39:41+00:00,56.375
AL094029,2020-06-30 15:40:58+00:00,77.647
AO181459,2020-06-30 15:46:46+00:00,82.97
AO602067,2020-06-30 15:49:55+00:00,56.625
AP654325,2020-06-30 15:50:46+00:00,91.75
ZR630910,2020-06-30 15:56:19+00:00,97.521
AP654325,2020-06-30 15:57:40+00:00,91.97
AO602067,2020-06-30 15:58:58+00:00,56.27
AO602067,2020-06-30 15:59:53+00:00,56.905
AO602067,2020-06-30 15:59:58+00:00,56.805
AO040513,2020-06-30 16:04:05+00:00,87.0
AL094029,2020-06-30 16:04:11+00:00,77.52
AP654325,2020-06-30 16:08:18+00:00,91.358
AP654325,2020-06-30 16:08:19+00:00,91.358
AP654325,2020-06-30 16:12:58+00:00,91.66
AU307195,2020-06-30 16:13:43+00:00,40.52
AP654325,2020-06-30 16:15:18+00:00,93.49
AO602067,2020-06-30 16:26:03+00:00,56.7
AO602067,2020-06-30 16:26:12+00:00,56.8
ZR630910,2020-06-30 16:32:23+00:00,98.593
ZR630910,2020-06-30 16:32:31+00:00,98.493
ZR630910,2020-06-30 16:32:31+00:00,98.393
EJ444912,2020-06-30 16:37:44+00:00,78.43
EJ444912,2020-06-30 16:38:29+00:00,78.4
ZR630910,2020-06-30 16:44:15+00:00,97.927
AN418126,2020-06-30 16:50:40+00:00,37.75
AP654325,2020-06-30 16:53:53+00:00,90.75
EJ444912,2020-06-30 16:59:20+00:00,77.47
EK860033,2020-06-30 17:06:32+00:00,38.0
AP654325,2020-06-30 17:15:36+00:00,91.5
AO181459,2020-06-30 17:19:29+00:00,85.449
AO181459,2020-06-30 17:19:34+00:00,85.479
AO602067,2020-06-30 17:19:34+00:00,57.73
AO602067,2020-06-30 17:19:34+00:00,57.7
AO602067,2020-06-30 17:25:28+00:00,56.375
AO602067,2020-06-30 17:25:46+00:00,56.285
AO181459,2020-06-30 17:29:37+00:00,82.1
AO181459,2020-06-30 17:29:37+00:00,82.102
AO181459,2020-06-30 17:29:38+00:00,81.307
AO181459,2020-06-30 17:29:48+00:00,82.002
AO181459,2020-06-30 17:29:48+00:00,81.05
AO181459,2020-06-30 17:29:48+00:00,82.0
ZP300076,2020-06-30 17:31:19+00:00,69.47
AO181459,2020-06-30 17:36:51+00:00,80.096
EJ444912,2020-06-30 17:39:12+00:00,78.74
AO602067,2020-06-30 17:40:39+00:00,55.06
BK128013,2020-06-30 17:41:01+00:00,100.599
BK128013,2020-06-30 17:41:01+00:00,100.63
BK128013,2020-06-30 17:47:51+00:00,101.0
EJ444912,2020-06-30 17:49:17+00:00,77.75
AO337996,2020-06-30 17:49:24+00:00,80.103
EJ444912,2020-06-30 17:51:41+00:00,77.531
EJ444912,2020-06-30 17:52:29+00:00,77.469
EJ444912,2020-06-30 17:58:19+00:00,78.78
AO602067,2020-06-30 17:58:49+00:00,56.562
AO602067,2020-06-30 17:59:55+00:00,56.5
AO602067,2020-06-30 18:05:03+00:00,56.5
AO602067,2020-06-30 18:05:29+00:00,55.08
AO602067,2020-06-30 18:05:29+00:00,54.455
AO602067,2020-06-30 18:05:55+00:00,55.08
AO602067,2020-06-30 18:05:55+00:00,54.33
AO602067,2020-06-30 18:06:29+00:00,55.08
AO602067,2020-06-30 18:06:29+00:00,54.302
AO602067,2020-06-30 18:11:46+00:00,55.08
AO602067,2020-06-30 18:11:46+00:00,54.58
AO602067,2020-06-30 18:11:48+00:00,55.08
EJ444912,2020-06-30 18:13:41+00:00,79.23
ZR630910,2020-06-30 18:14:53+00:00,99.145
ZR630910,2020-06-30 18:16:51+00:00,98.75
AL094029,2020-06-30 18:17:20+00:00,74.425
AP654325,2020-06-30 18:20:22+00:00,92.984
AP654325,2020-06-30 18:20:27+00:00,91.61
AP654325,2020-06-30 18:20:28+00:00,92.984
EK860033,2020-06-30 18:23:04+00:00,38.5
ZR630910,2020-06-30 18:26:03+00:00,98.0
ZR630910,2020-06-30 18:26:18+00:00,97.75
AO040513,2020-06-30 18:27:06+00:00,93.5
ZR630910,2020-06-30 18:28:46+00:00,98.063
EK860033,2020-06-30 18:28:58+00:00,37.0
AP654325,2020-06-30 18:30:08+00:00,91.0
AP654325,2020-06-30 18:30:09+00:00,90.9
EJ444912,2020-06-30 18:36:05+00:00,78.568
EJ444912,2020-06-30 18:36:05+00:00,78.63
ZP300076,2020-06-30 18:36:33+00:00,69.125
EJ444912,2020-06-30 18:38:43+00:00,77.625
ZR630910,2020-06-30 18:43:36+00:00,98.993
ZR630910,2020-06-30 18:43:36+00:00,98.493
BK128013,2020-06-30 18:53:15+00:00,100.968
AO602067,2020-06-30 18:55:08+00:00,57.812
BK128013,2020-06-30 18:55:45+00:00,100.625
AO337996,2020-06-30 18:57:43+00:00,79.064
AO337996,2020-06-30 18:57:43+00:00,78.964
EJ444912,2020-06-30 19:01:30+00:00,78.0
EJ444912,2020-06-30 19:01:40+00:00,77.711
BK128013,2020-06-30 19:07:14+00:00,101.063
BK128013,2020-06-30 19:08:37+00:00,101.0
BK128013,2020-06-30 19:09:32+00:00,100.75
ZR630910,2020-06-30 19:11:29+00:00,98.25
ZR630910,2020-06-30 19:11:57+00:00,98.812
BK128013,2020-06-30 19:13:23+00:00,101.0
BK128013,2020-06-30 19:14:17+00:00,101.063
AN418126,2020-06-30 19:14:41+00:00,34.0
ZR630910,2020-06-30 19:14:47+00:00,98.75
AO654246,2020-06-30 19:14:48+00:00,53.0
AP654325,2020-06-30 19:18:29+00:00,93.227
AP654325,2020-06-30 19:18:36+00:00,91.85
AL094029,2020-06-30 19:36:50+00:00,78.53
QZ203555,2020-06-30 19:55:35+00:00,92.75
EJ444912,2020-06-30 19:57:43+00:00,79.5
EJ444912,2020-06-30 20:01:01+00:00,79.5
EJ444912,2020-06-30 20:04:07+00:00,79.563
AL094029,2020-06-30 20:05:03+00:00,77.98
AL094029,2020-06-30 20:07:21+00:00,78.06
QZ203555,2020-06-30 20:09:50+00:00,90.25
QZ203555,2020-06-30 20:10:53+00:00,90.25
QZ203555,2020-06-30 20:10:53+00:00,90.25
ZR630910,2020-06-30 20:12:22+00:00,98.055
AL094029,2020-06-30 20:12:23+00:00,77.46
AO040513,2020-06-30 20:12:23+00:00,86.894
AO602067,2020-06-30 20:12:23+00:00,57.623
BK128013,2020-06-30 20:13:35+00:00,100.75
AO181459,2020-06-30 20:17:52+00:00,85.309
AO654246,2020-06-30 20:17:52+00:00,51.95
AP654325,2020-06-30 20:18:04+00:00,91.267
AO654246,2020-06-30 20:18:25+00:00,51.992
BK128013,2020-06-30 20:18:31+00:00,100.87
QZ203555,2020-06-30 20:18:32+00:00,93.903
AN418126,2020-06-30 20:19:32+00:00,37.563
AO040513,2020-06-30 20:19:47+00:00,87.155
QZ203555,2020-06-30 20:21:29+00:00,92.8
QZ203555,2020-06-30 20:21:29+00:00,93.0
AO602067,2020-06-30 20:22:04+00:00,57.727
AO654249,2020-06-30 20:22:04+00:00,49.997
ZP300076,2020-06-30 20:22:04+00:00,69.186
AO040513,2020-06-30 20:23:47+00:00,86.75
AO181459,2020-06-30 20:32:05+00:00,85.404
BK128013,2020-06-30 20:32:05+00:00,101.254
EJ444912,2020-06-30 20:32:05+00:00,78.961
QZ203555,2020-06-30 20:32:05+00:00,94.334
ZP300076,2020-06-30 20:32:05+00:00,69.471
ZR630910,2020-06-30 20:32:05+00:00,98.553
AP654325,2020-06-30 20:34:11+00:00,91.267
AO602067,2020-06-30 20:38:11+00:00,57.727
AO654249,2020-06-30 20:38:11+00:00,49.997
ZP300076,2020-06-30 20:38:11+00:00,69.186
ZR630910,2020-06-30 20:39:51+00:00,97.5
AO602067,2020-06-30 20:43:06+00:00,57.934
EJ444912,2020-06-30 20:43:06+00:00,78.965
EJ444912,2020-06-30 20:44:04+00:00,78.568
AL094029,2020-06-30 20:45:05+00:00,77.878
ZP300076,2020-06-30 20:46:06+00:00,69.304
AO040513,2020-06-30 20:46:40+00:00,87.198
AO602067,2020-06-30 20:52:12+00:00,57.934
EJ444912,2020-06-30 20:52:12+00:00,78.965
AL094029,2020-06-30 20:56:12+00:00,77.878
AP654325,2020-06-30 20:58:30+00:00,91.103
AP654325,2020-06-30 20:59:52+00:00,91.1
AP654325,2020-06-30 20:59:53+00:00,91.1
BK128013,2020-06-30 20:59:53+00:00,100.974
AL094029,2020-06-30 20:59:59+00:00,77.944
AN418126,2020-06-30 20:59:59+00:00,37.8
AN418126,2020-06-30 20:59:59+00:00,34.162
AO040513,2020-06-30 20:59:59+00:00,87.325
AO181459,2020-06-30 20:59:59+00:00,85.428
AO181459,2020-06-30 20:59:59+00:00,85.574
AO602067,2020-06-30 20:59:59+00:00,56.615
AO654246,2020-06-30 20:59:59+00:00,51.262
AO654249,2020-06-30 20:59:59+00:00,50.082
AP654325,2020-06-30 20:59:59+00:00,91.348
AU307195,2020-06-30 20:59:59+00:00,40.824
BK128013,2020-06-30 20:59:59+00:00,101.046
BK128013,2020-06-30 20:59:59+00:00,100.872
EK860033,2020-06-30 20:59:59+00:00,38.151
EK860033,2020-06-30 20:59:59+00:00,38.106
ZP300076,2020-06-30 20:59:59+00:00,69.151
ZP300076,2020-06-30 20:59:59+00:00,69.175
EJ444912,2020-07-01 12:01:15+00:00,78.84
AP654325,2020-07-01 13:04:03+00:00,92.57
AP654325,2020-07-01 13:04:20+00:00,92.6
BK128013,2020-07-01 13:16:27+00:00,101.042
ZR630910,2020-07-01 13:53:55+00:00,99.75
BK128013,2020-07-01 13:59:46+00:00,100.72
EJ444912,2020-07-01 14:08:30+00:00,80.0
EJ444912,2020-07-01 14:10:39+00:00,79.6
EJ444912,2020-07-01 14:12:47+00:00,79.5
QZ203555,2020-07-01 14:12:55+00:00,93.22
AL094029,2020-07-01 14:24:00+00:00,77.096
AP654325,2020-07-01 14:24:58+00:00,90.719
QZ203555,2020-07-01 14:25:13+00:00,93.266
EJ444912,2020-07-01 14:32:04+00:00,73.534
AP654325,2020-07-01 14:42:58+00:00,91.47
ZR630910,2020-07-01 14:43:23+00:00,97.93
AP654325,2020-07-01 14:46:52+00:00,92.0
EJ444912,2020-07-01 14:50:24+00:00,77.45
EJ444912,2020-07-01 14:50:42+00:00,77.4
EJ444912,2020-07-01 14:50:42+00:00,77.397
AN418126,2020-07-01 14:59:58+00:00,33.128
AN418126,2020-07-01 14:59:58+00:00,33.19
ZP300076,2020-07-01 15:14:04+00:00,67.47
AO181459,2020-07-01 15:18:32+00:00,82.57
BK128013,2020-07-01 15:52:12+00:00,101.179
AZ988248,2020-07-01 15:56:57+00:00,92.0
QZ203555,2020-07-01 15:57:41+00:00,93.37
EJ444912,2020-07-01 16:03:20+00:00,77.7
EJ444912,2020-07-01 16:03:20+00:00,78.0
AP654325,2020-07-01 16:07:35+00:00,91.97
AP654325,2020-07-01 16:07:36+00:00,93.349
AU307195,2020-07-01 16:08:01+00:00,37.78
AL094029,2020-07-01 16:09:52+00:00,78.5
AP654325,2020-07-01 16:16:56+00:00,92.5
AP654325,2020-07-01 16:17:09+00:00,92.6
AP654325,2020-07-01 16:17:09+00:00,92.5
ZR630910,2020-07-01 16:45:42+00:00,98.5
ZR630910,2020-07-01 16:45:45+00:00,98.5
AO654249,2020-07-01 16:49:03+00:00,49.0
AO337996,2020-07-01 16:52:27+00:00,81.53
ZR630910,2020-07-01 16:54:40+00:00,98.25
AN418126,2020-07-01 16:55:09+00:00,33.0
QZ203555,2020-07-01 16:56:13+00:00,92.667
QZ203555,2020-07-01 16:56:14+00:00,93.0
ZR630910,2020-07-01 16:57:00+00:00,98.313
ZR630910,2020-07-01 16:57:55+00:00,98.25
ZR630910,2020-07-01 17:01:24+00:00,98.313
AP654325,2020-07-01 17:06:28+00:00,94.266
AP654325,2020-07-01 17:06:29+00:00,92.873
AO040513,2020-07-01 17:08:24+00:00,87.22
AO602067,2020-07-01 17:28:11+00:00,56.925
AO602067,2020-07-01 17:28:12+00:00,56.825
AP654325,2020-07-01 17:48:11+00:00,94.266
AP654325,2020-07-01 17:48:13+00:00,92.873
AP654325,2020-07-01 18:03:16+00:00,91.75
AP654325,2020-07-01 18:03:30+00:00,91.78
AP654325,2020-07-01 18:04:29+00:00,91.0
AO040513,2020-07-01 18:10:59+00:00,87.65
AO040513,2020-07-01 18:15:56+00:00,87.75
AO040513,2020-07-01 18:19:25+00:00,87.0
AO181459,2020-07-01 18:23:00+00:00,83.875
ZR630910,2020-07-01 18:26:01+00:00,97.75
AP654325,2020-07-01 18:40:13+00:00,92.0
AL094029,2020-07-01 18:40:21+00:00,78.301
ZR630910,2020-07-01 18:44:45+00:00,98.05
ZR630910,2020-07-01 18:44:45+00:00,97.95
EK860033,2020-07-01 18:58:05+00:00,34.06
EK860033,2020-07-01 18:58:07+00:00,34.16
EJ444912,2020-07-01 19:07:37+00:00,79.125
AP654325,2020-07-01 19:13:58+00:00,90.5
AZ988248,2020-07-01 19:14:38+00:00,91.5
AL094029,2020-07-01 19:22:34+00:00,78.092
AP654325,2020-07-01 19:25:09+00:00,91.75
AP654325,2020-07-01 19:25:33+00:00,91.688
AP654325,2020-07-01 19:31:50+00:00,92.0
ZP300076,2020-07-01 19:32:46+00:00,69.855
ZP300076,2020-07-01 19:33:52+00:00,69.8
AP654325,2020-07-01 19:39:08+00:00,93.0
AZ988248,2020-07-01 19:41:00+00:00,91.5
AL094029,2020-07-01 19:41:04+00:00,78.007
AL094029,2020-07-01 19:41:05+00:00,78.107
AL094029,2020-07-01 19:42:56+00:00,78.266
AP654325,2020-07-01 19:44:23+00:00,91.4
AP654325,2020-07-01 19:44:23+00:00,91.3
QZ203555,2020-07-01 19:46:30+00:00,94.5
AP654325,2020-07-01 19:49:36+00:00,92.5
AO337996,2020-07-01 19:52:16+00:00,79.75
AO337996,2020-07-01 19:52:23+00:00,79.85
AO337996,2020-07-01 19:52:41+00:00,79.912
AO337996,2020-07-01 19:53:50+00:00,79.5
AO040513,2020-07-01 20:03:36+00:00,86.75
AO337996,2020-07-01 20:04:11+00:00,81.877
EJ444912,2020-07-01 20:06:34+00:00,79.5
EJ444912,2020-07-01 20:06:45+00:00,79.5
AL094029,2020-07-01 20:07:27+00:00,77.96
AL094029,2020-07-01 20:08:18+00:00,78.04
AO040513,2020-07-01 20:08:27+00:00,87.0
AP654325,2020-07-01 20:13:44+00:00,91.228
QZ203555,2020-07-01 20:13:44+00:00,93.705
ZP300076,2020-07-01 20:13:44+00:00,69.298
ZR630910,2020-07-01 20:13:44+00:00,97.994
AL094029,2020-07-01 20:20:47+00:00,78.094
AL094029,2020-07-01 20:21:43+00:00,77.34
AO040513,2020-07-01 20:22:07+00:00,86.75
QZ203555,2020-07-01 20:25:47+00:00,92.2
BK128013,2020-07-01 20:26:52+00:00,101.032
ZR630910,2020-07-01 20:27:27+00:00,97.907
AL094029,2020-07-01 20:28:03+00:00,78.384
QZ203555,2020-07-01 20:42:04+00:00,91.95
EK860033,2020-07-01 20:46:24+00:00,38.027
