ticker,date_time,ret,trgt,t1,bin,side,clfW,name,cpn,date_issued,maturity,curr,amt_out,convertible,industry_sector,industry_group,industry_subgroup,callable,call_schedule,ISIN,conId,close,ytm,spread,moody,avg_rating
AO654246,2020-08-14 14:40:25,-0.0431034482758621,0.017003161709824834,2020-08-25 10:01:55,0.0,-1.0,0.6217217401001321,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,55.5,0.22978832321924045,0.17978832321924043,7.0,7.0
AO654246,2020-08-27 11:54:49,0.020746887966805794,0.01815243191864275,2020-09-08 11:08:57,1.0,1.0,0.6826342141325311,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,60.25,0.2058731426939488,0.1558731426939488,7.0,7.0
AO654246,2020-09-08 11:08:57,0.012195121951218635,0.01624950666648296,2020-09-22 16:34:12,1.0,1.0,0.7051982327996256,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,61.5,0.20065595086416968,0.15065595086416966,7.0,7.0
AO654246,2020-09-08 14:41:31,0.017515274949082782,0.014693716206878968,2020-09-17 12:39:29,1.0,1.0,0.7068197600632201,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,61.375,0.20127691735672948,0.1512769173567295,7.0,7.0
AO654246,2020-09-08 16:40:26,0.008097165991902244,0.01316376738342283,2020-09-22 16:34:12,1.0,1.0,0.7145795934906568,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,61.75,0.19941863940262794,0.14941863940262795,7.0,7.0
AO654246,2020-09-17 12:39:29,-0.019215372297837652,0.012861546398556956,2020-10-05 10:47:05,0.0,1.0,0.7178063272475029,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,62.45,0.19673954756855966,0.14673954756855967,7.0,7.0
AO654246,2020-09-22 16:34:12,-0.01606425702811176,0.015384578349975843,2020-10-05 10:47:05,0.0,1.0,0.7190897696225169,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,62.25,0.1981476753831541,0.1481476753831541,7.0,7.0
AO654246,2020-10-05 10:47:05,0.0448979591836729,0.01934315078475981,2020-10-08 11:18:23,1.0,1.0,0.7277293715015961,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,61.25,0.20429892063403132,0.15429892063403133,7.0,7.0
AO654246,2020-10-22 13:07:24,0.03063063063063054,0.029279912454194614,2020-10-29 14:00:39,1.0,-1.0,0.737039320133065,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,57.2,0.22746696779656417,0.17746696779656418,7.0,7.0
AO654246,2020-10-22 15:17:02,0.04684684684684748,0.026463270802996687,2020-10-29 14:00:39,1.0,-1.0,0.7554675228191363,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,58.1,0.22249522172331815,0.17249522172331816,7.0,7.0
AO654246,2020-10-23 11:35:57,0.05855855855855863,0.025749747128368184,2020-10-29 14:00:39,1.0,-1.0,0.7614027905719453,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,58.75,0.2190569145023823,0.1690569145023823,7.0,7.0
AO654246,2020-10-29 14:00:39,-0.08264462809917394,0.029800129333877094,2020-11-09 13:10:40,0.0,-1.0,0.7877852266565968,GPOR,6.0,2017-08-04 00:00:00,2024-10-15 00:00:00,USD,650000000.0,False,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,True,2019-10-15 104.5 2020-10-15 103.0 2021-10-15 101.5 2022-10-15 100.0,US402635AH93,288284919,55.5,0.2378607431571484,0.1878607431571484,7.0,7.0
