id,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020
EK718211,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR
QZ888409,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,WR
AR871586,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B2,B2,B2,B2,B2,B2,B2,B2,B3,B3,B3,B3,B3,B3,B3,B3,B3,Caa1,Caa2,Ca,Ca,Ca,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR
JK964020,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B3,B3,B3,B3,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa2,Caa2,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,WR,WR,WR,WR,WR,WR,WR,WR,WR
AP362087,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2
EI678335,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1
AR022368,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3
JK964019,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B3,B3,B3,B3,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa2,Caa2,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,WR,WR,WR,WR,WR,WR,WR,WR,WR
AO658240,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B3,B3,B3,B3,B3,B3,B3,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,B3,B3,B3,B3,B3,B3
AV137092,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B2,B2,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3
EK948530,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3
QJ555627,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2
AO727065,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR
AM138344,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR
AU667774,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca
EK499522,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3
AP534730,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1
AN915563,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2
AV242366,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,WR,WR,WR,WR,WR
EK376500,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,WR,WR,WR,WR,WR
AU388760,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2
JK670140,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR
EK871152,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR,WR
EK753260,#N/A N/A,#N/A N/A,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,Caa1,Caa1,Caa1,Caa1,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa3,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa1,Caa1
EK553660,B2,B2,B2,B2,B2,B2,B2,B2,B2,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B1,B1,B1,B1,B1,B1,B1,B1,B1
EI638557,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Baa2,Ba1,Ba3,Ba3,WR,WR,WR,WR,WR,WR,WR
QZ429974,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B2,B2,B2,B2
EK816212,#N/A N/A,#N/A N/A,#N/A N/A,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,B3,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2
AP697039,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,B1,B1,B1,B1,B1,B1,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3
AT936853,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2,Caa2
JK552270,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,Ba3,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2,B2
AP068449,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Baa3,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1
JK448604,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,Ba1,WR,WR,WR,WR,WR,WR,Ba1,Ba1,Ba1,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2,Ba2
AV483084,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1,Caa1
