Dates,USGG12M Index,USGG2YR Index,USGG3YR Index,USGG5YR Index,USGG7YR Index,USGG10YR Index,USGG30YR Index
12/1/2017,1.6071,1.772,1.884,2.1127,2.2708,2.3615,2.7615
12/4/2017,1.6408,1.8063,1.9226,2.1428,2.288,2.3723,2.7638
12/5/2017,1.6563,1.8184,1.9282,2.1428,2.2782,2.3509,2.7315
12/6/2017,1.663,1.8064,1.9146,2.1262,2.2612,2.3385,2.73
12/7/2017,1.6655,1.8024,1.912,2.138,2.2832,2.3634,2.7607
12/8/2017,1.6549,1.7945,1.9069,2.1398,2.2883,2.376,2.7685
12/11/2017,1.6705,1.8189,1.9375,2.1566,2.3006,2.3886,2.7762
12/12/2017,1.6808,1.8271,1.9531,2.1718,2.3154,2.4011,2.7762
12/13/2017,1.6626,1.7743,1.8911,2.1049,2.2468,2.3422,2.7269
12/14/2017,1.6755,1.811,1.9235,2.1384,2.2664,2.3493,2.7063
12/15/2017,1.6831,1.8358,1.9479,2.1537,2.2764,2.353,2.6873
12/18/2017,1.6883,1.8277,1.9452,2.1673,2.3035,2.3942,2.7407
12/19/2017,1.696,1.8525,1.9751,2.2212,2.3702,2.4644,2.8198
12/20/2017,1.7063,1.8567,1.9861,2.2366,2.3976,2.497,2.8767
12/21/2017,1.7063,1.8775,1.9943,2.2451,2.3952,2.4826,2.8419
12/22/2017,1.7138,1.8906,2.0083,2.249,2.3931,2.481,2.8309
12/25/2017,1.7138,1.8906,2.0083,2.249,2.3931,2.481,2.8309
12/26/2017,1.7164,1.8991,2.0139,2.2424,2.3833,2.4756,2.8246
12/27/2017,1.7137,1.893,1.9758,2.1934,2.3313,2.4107,2.7461
12/28/2017,1.7318,1.9071,1.995,2.2361,2.3586,2.4305,2.7561
12/29/2017,1.7316,1.883,1.9707,2.2064,2.3327,2.4054,2.7399
1/1/2018,1.7316,1.883,1.9707,2.2064,2.3327,2.4054,2.7399
1/2/2018,1.7809,1.9191,2.0092,2.2481,2.3793,2.4633,2.8136
1/3/2018,1.8034,1.9313,2.0149,2.2448,2.3646,2.4471,2.7855
1/4/2018,1.8007,1.9515,2.037,2.2682,2.3818,2.4525,2.7863
1/5/2018,1.7927,1.9599,2.0596,2.2886,2.4065,2.4763,2.8105
1/8/2018,1.7797,1.9579,2.057,2.287,2.4041,2.48,2.8113
1/9/2018,1.777,1.9682,2.0765,2.3307,2.4658,2.553,2.8952
1/10/2018,1.7665,1.9724,2.0892,2.3291,2.4708,2.5568,2.8984
1/11/2018,1.7639,1.9786,2.0919,2.3259,2.4659,2.5367,2.8673
1/12/2018,1.7714,1.9976,2.1163,2.3465,2.4762,2.5462,2.8491
1/15/2018,1.7714,1.9976,2.1163,2.3465,2.4762,2.5462,2.8491
1/16/2018,1.7739,2.0142,2.1218,2.3517,2.4713,2.5371,2.8254
1/17/2018,1.7739,2.0431,2.1653,2.4043,2.5285,2.5904,2.857
1/18/2018,1.7608,2.0434,2.1682,2.418,2.5535,2.6256,2.9033
1/19/2018,1.7736,2.0647,2.2014,2.4491,2.5839,2.6592,2.9331
1/22/2018,1.771,2.0608,2.1988,2.4476,2.579,2.65,2.913
1/23/2018,1.7553,2.0403,2.1744,2.412,2.5391,2.6131,2.8945
1/24/2018,1.7631,2.0762,2.1964,2.4343,2.5717,2.6465,2.9283
1/25/2018,1.7682,2.0842,2.1993,2.42,2.5468,2.617,2.8809
1/26/2018,1.7758,2.1163,2.2411,2.4702,2.5958,2.6599,2.9114
1/29/2018,1.7731,2.1163,2.2523,2.4903,2.6254,2.6936,2.9421
1/30/2018,1.7757,2.1243,2.2608,2.5054,2.6501,2.7199,2.9706
1/31/2018,1.8816,2.1406,2.2832,2.5139,2.6477,2.705,2.9348
2/1/2018,1.8815,2.1609,2.3222,2.5712,2.7246,2.7896,3.0241
2/2/2018,1.8656,2.1413,2.323,2.5883,2.7648,2.8411,3.0868
2/5/2018,1.8317,2.0241,2.1819,2.4369,2.6132,2.7056,3.006
2/6/2018,1.8551,2.1051,2.2847,2.5396,2.7101,2.8016,3.0659
2/7/2018,1.8889,2.1235,2.3205,2.5565,2.7351,2.8359,3.1139
2/8/2018,1.881,2.1034,2.2988,2.538,2.7301,2.824,3.1293
2/9/2018,1.8756,2.0732,2.2879,2.5433,2.7479,2.8512,3.1596
2/12/2018,1.9146,2.0753,2.3042,2.5587,2.7655,2.8585,3.1439
2/13/2018,1.9301,2.104,2.3069,2.5418,2.7405,2.8294,3.1111
2/14/2018,1.9613,2.1636,2.3939,2.6319,2.826,2.9022,3.162
2/15/2018,1.9769,2.1844,2.4076,2.6508,2.8362,2.9095,3.1637
2/16/2018,1.9714,2.1895,2.3835,2.6291,2.8039,2.8749,3.1316
2/19/2018,1.9714,2.1895,2.3835,2.6291,2.8039,2.8749,3.1316
2/20/2018,1.9869,2.2187,2.4055,2.6446,2.814,2.8896,3.153
2/21/2018,2.0025,2.2661,2.4358,2.6858,2.8672,2.95,3.2204
2/22/2018,1.9998,2.246,2.4085,2.6552,2.8345,2.9207,3.2062
2/23/2018,1.997,2.238,2.3869,2.6183,2.7896,2.866,3.1555
2/26/2018,2.0047,2.2219,2.3705,2.6099,2.7821,2.8623,3.153
2/27/2018,2.0046,2.26,2.4174,2.6603,2.8268,2.8934,3.1588
2/28/2018,2.0564,2.25,2.4065,2.6401,2.7945,2.8606,3.1242
3/1/2018,2.0328,2.2117,2.357,2.5797,2.7327,2.8078,3.0834
3/2/2018,2.0378,2.2418,2.396,2.6283,2.7871,2.8643,3.1398
3/5/2018,2.0456,2.2378,2.4017,2.6451,2.807,2.8808,3.1531
3/6/2018,2.0481,2.2499,2.4184,2.6536,2.8144,2.8863,3.1531
3/7/2018,2.0376,2.2519,2.4158,2.6485,2.8095,2.8827,3.1498
3/8/2018,2.0323,2.2498,2.4131,2.63,2.7822,2.8571,3.1218
3/9/2018,2.019,2.258,2.4303,2.6502,2.8095,2.8938,3.158
3/12/2018,2.0267,2.262,2.4193,2.635,2.7921,2.8681,3.1292
3/13/2018,2.0266,2.2539,2.413,2.6181,2.7698,2.8426,3.0981
3/14/2018,2.0344,2.258,2.4076,2.6097,2.7499,2.817,3.0568
3/15/2018,2.0447,2.2846,2.4294,2.6249,2.7623,2.828,3.0584
3/16/2018,2.0497,2.2909,2.4431,2.6418,2.7772,2.8445,3.077
3/19/2018,2.06,2.3075,2.4568,2.6553,2.7897,2.8555,3.0859
3/20/2018,2.0574,2.3448,2.4924,2.6962,2.8297,2.8959,3.1301
3/21/2018,2.0364,2.3055,2.4624,2.6741,2.8072,2.883,3.1186
3/22/2018,2.0259,2.2786,2.4269,2.6231,2.7523,2.8244,3.0624
3/23/2018,2.0126,2.2538,2.4023,2.5993,2.7374,2.8135,3.0608
3/26/2018,2.0282,2.2704,2.438,2.6401,2.7748,2.852,3.0859
3/27/2018,2.0281,2.2641,2.3831,2.567,2.7,2.7753,3.0286
3/28/2018,2.1061,2.2842,2.4051,2.5956,2.7174,2.7807,3.0214
3/29/2018,2.0822,2.2661,2.3831,2.562,2.6841,2.7389,2.9737
3/30/2018,2.0822,2.2661,2.3831,2.562,2.6841,2.7389,2.9737
4/2/2018,2.0717,2.2459,2.3637,2.5469,2.6718,2.7298,2.9619
4/3/2018,2.0768,2.2782,2.4052,2.5957,2.7188,2.7753,3.011
4/4/2018,2.0585,2.2924,2.4273,2.6193,2.7437,2.8027,3.0359
4/5/2018,2.0662,2.3026,2.4412,2.638,2.7661,2.832,3.073
4/6/2018,2.0451,2.2661,2.3997,2.5858,2.7066,2.7735,3.0182
4/9/2018,2.0554,2.2783,2.4108,2.5976,2.7165,2.779,3.0118
4/10/2018,2.0606,2.3069,2.4442,2.6247,2.7414,2.8009,3.0214
4/11/2018,2.0579,2.307,2.443,2.6129,2.7215,2.7808,2.9951
4/12/2018,2.0865,2.348,2.4947,2.6707,2.7814,2.8358,3.0431
4/13/2018,2.0915,2.3566,2.5002,2.6726,2.7765,2.8267,3.027
4/16/2018,2.0992,2.3773,2.5194,2.6795,2.7816,2.8267,3.0246
4/17/2018,2.1278,2.394,2.5277,2.6881,2.7841,2.8285,3.0198
4/18/2018,2.1513,2.4293,2.5717,2.7309,2.8268,2.8728,3.0601
4/19/2018,2.1773,2.4275,2.5828,2.7549,2.8646,2.9098,3.0983
4/20/2018,2.1901,2.4573,2.6164,2.7999,2.9128,2.9602,3.1451
4/23/2018,2.2057,2.4764,2.6359,2.8207,2.9357,2.9752,3.1443
4/24/2018,2.2082,2.4746,2.6333,2.826,2.9535,2.9995,3.1825
4/25/2018,2.2475,2.4878,2.6335,2.8366,2.9714,3.0259,3.2068
4/26/2018,2.2291,2.4817,2.6199,2.8124,2.936,2.9809,3.1642
4/27/2018,2.2288,2.4838,2.6178,2.8006,2.9197,2.9568,3.1245
4/30/2018,2.2339,2.4879,2.6263,2.7972,2.9123,2.9531,3.1237
5/1/2018,2.2443,2.5042,2.6404,2.8124,2.9247,2.9644,3.1287
5/2/2018,2.2337,2.4882,2.6295,2.7955,2.9172,2.9663,3.146
5/3/2018,2.2231,2.4762,2.6158,2.7803,2.8924,2.9458,3.1213
5/4/2018,2.2307,2.4969,2.6332,2.7837,2.8998,2.9497,3.1221
5/7/2018,2.2332,2.497,2.6306,2.7871,2.8998,2.9497,3.1229
5/8/2018,2.2383,2.5094,2.6448,2.8143,2.9298,2.976,3.1295
5/9/2018,2.2461,2.53,2.6823,2.8398,2.9573,3.0042,3.1618
5/10/2018,2.2486,2.5302,2.685,2.8296,2.9323,2.9622,3.1082
5/11/2018,2.2483,2.5349,2.6905,2.8382,2.9398,2.9695,3.1041
5/14/2018,2.2586,2.5475,2.7069,2.8621,2.9699,3.0024,3.1347
5/15/2018,2.2742,2.5745,2.7452,2.9186,3.0379,3.0723,3.2007
5/16/2018,2.2768,2.5851,2.7618,2.9392,3.0607,3.0964,3.2172
5/17/2018,2.2871,2.5647,2.7482,2.9359,3.0633,3.1112,3.2462
5/18/2018,2.2894,2.5467,2.7127,2.8881,3.0104,3.0559,3.1974
5/21/2018,2.3129,2.5656,2.7293,2.895,3.013,3.0596,3.2015
5/22/2018,2.2945,2.568,2.7266,2.8968,3.013,3.0597,3.2048
5/23/2018,2.2806,2.5282,2.6633,2.8249,2.945,2.9935,3.1517
5/24/2018,2.2605,2.5081,2.6496,2.8141,2.9325,2.977,3.125
5/25/2018,2.247,2.4758,2.6082,2.7652,2.8849,2.9313,3.092
5/28/2018,2.247,2.4758,2.6082,2.7652,2.8849,2.9313,3.092
5/29/2018,2.1631,2.3191,2.4321,2.5841,2.7147,2.781,2.9745
5/30/2018,2.2049,2.4115,2.531,2.6811,2.8008,2.855,3.0269
5/31/2018,2.2231,2.4274,2.5502,2.6962,2.8057,2.8586,3.0253
6/1/2018,2.2568,2.4716,2.5998,2.7483,2.8576,2.9022,3.0506
6/4/2018,2.2803,2.5161,2.6497,2.7939,2.8998,2.9424,3.0848
6/5/2018,2.2802,2.4918,2.6191,2.7685,2.8774,2.9277,3.084
6/6/2018,2.2958,2.5161,2.6497,2.8091,2.9223,2.9717,3.1217
6/7/2018,2.2879,2.4876,2.6163,2.7634,2.8724,2.9204,3.068
6/8/2018,2.2823,2.4977,2.633,2.7838,2.8973,2.9461,3.0896
6/11/2018,2.2979,2.5202,2.6525,2.7957,2.9023,2.9516,3.0936
6/12/2018,2.3083,2.5387,2.6714,2.8093,2.9123,2.9608,3.0935
6/13/2018,2.316,2.5675,2.6987,2.8297,2.9273,2.9663,3.0863
6/14/2018,2.3081,2.5635,2.6877,2.8059,2.8998,2.9351,3.0545
6/15/2018,2.3025,2.5471,2.6742,2.7974,2.8873,2.9205,3.0465
6/18/2018,2.3181,2.5492,2.6687,2.7906,2.8798,2.9169,3.0489
6/19/2018,2.3102,2.5452,2.6496,2.7702,2.8574,2.8967,3.0323
6/20/2018,2.3445,2.5659,2.677,2.8077,2.8973,2.9389,3.0775
6/21/2018,2.3208,2.5369,2.6441,2.7668,2.8548,2.8967,3.0441
6/22/2018,2.3205,2.5412,2.6413,2.7668,2.8523,2.8949,3.0394
6/25/2018,2.3204,2.5329,2.6276,2.7515,2.8398,2.8803,3.0244
6/26/2018,2.3203,2.5329,2.6221,2.7463,2.8348,2.8766,3.0251
6/27/2018,2.3123,2.504,2.5835,2.6952,2.7824,2.8256,2.9673
6/28/2018,2.3069,2.5101,2.5945,2.7142,2.7973,2.8365,2.9657
6/29/2018,2.3119,2.5282,2.622,2.7378,2.8218,2.8601,2.989
7/2/2018,2.317,2.5485,2.6413,2.7548,2.8343,2.8711,2.9929
7/3/2018,2.3089,2.5242,2.6164,2.7211,2.7921,2.8309,2.9586
7/4/2018,2.3089,2.5242,2.6164,2.7211,2.7921,2.8309,2.9586
7/5/2018,2.3088,2.5507,2.6386,2.7279,2.797,2.8291,2.9447
7/6/2018,2.3033,2.5365,2.6302,2.7178,2.7896,2.8217,2.9293
7/9/2018,2.3162,2.559,2.6581,2.7484,2.8245,2.8564,2.964
7/10/2018,2.3188,2.5693,2.6609,2.7467,2.817,2.8491,2.9555
7/11/2018,2.3291,2.5776,2.6741,2.7502,2.8195,2.8491,2.9524
7/12/2018,2.3421,2.5859,2.6741,2.7468,2.8145,2.8454,2.9462
7/13/2018,2.3444,2.578,2.6523,2.7249,2.7946,2.8271,2.9315
7/16/2018,2.36,2.5966,2.6769,2.7522,2.8246,2.8582,2.9616
7/17/2018,2.373,2.6154,2.6851,2.7625,2.8296,2.86,2.9694
7/18/2018,2.3997,2.6093,2.6879,2.7676,2.8346,2.8692,2.9857
7/19/2018,2.3864,2.5907,2.6605,2.7336,2.8022,2.838,2.9585
7/20/2018,2.3887,2.5931,2.6771,2.7645,2.8473,2.8931,3.0258
7/23/2018,2.3991,2.6287,2.7239,2.8176,2.9076,2.9541,3.091
7/24/2018,2.3937,2.6331,2.7322,2.8195,2.9051,2.9486,3.0758
7/25/2018,2.3989,2.6694,2.7544,2.8488,2.9354,2.9746,3.1031
7/26/2018,2.404,2.6815,2.7711,2.8597,2.938,2.9764,3.0998
7/27/2018,2.4036,2.6694,2.7604,2.8394,2.9172,2.9542,3.0822
7/30/2018,2.4062,2.6613,2.7577,2.8496,2.9322,2.9728,3.1047
7/31/2018,2.4087,2.6694,2.7661,2.8479,2.9247,2.9598,3.0822
8/1/2018,2.4243,2.6776,2.7802,2.8751,2.9621,3.0064,3.1321
8/2/2018,2.4137,2.6634,2.7608,2.8548,2.9397,2.9859,3.1184
8/3/2018,2.4081,2.6432,2.7304,2.8125,2.8998,2.9488,3.0886
8/6/2018,2.4132,2.6452,2.7277,2.8041,2.8849,2.9395,3.0894
8/7/2018,2.421,2.6697,2.7585,2.8414,2.9198,2.973,3.1176
8/8/2018,2.4156,2.6677,2.7609,2.8312,2.9123,2.96,3.1103
8/9/2018,2.4129,2.6452,2.7363,2.8075,2.8799,2.9258,3.0717
8/10/2018,2.3942,2.6042,2.6791,2.7448,2.8227,2.8732,3.0303
8/13/2018,2.4045,2.6124,2.6927,2.7499,2.8251,2.8786,3.0471
8/14/2018,2.4071,2.637,2.7118,2.7719,2.8425,2.8985,3.0672
8/15/2018,2.4365,2.6082,2.679,2.7346,2.8052,2.8623,3.0319
8/16/2018,2.439,2.6164,2.6817,2.7413,2.8126,2.8659,3.0255
8/17/2018,2.4281,2.6059,2.6787,2.7413,2.8076,2.8605,3.0199
8/20/2018,2.4175,2.5851,2.6458,2.6971,2.7629,2.819,2.9849
8/21/2018,2.4252,2.5954,2.6621,2.7107,2.7752,2.8298,2.9928
8/22/2018,2.4172,2.5912,2.651,2.7039,2.7652,2.8189,2.9841
8/23/2018,2.4224,2.6162,2.6729,2.7225,2.7801,2.8261,2.9802
8/24/2018,2.4246,2.6202,2.6726,2.7122,2.7675,2.8098,2.9589
8/27/2018,2.435,2.6412,2.7001,2.7412,2.8023,2.8459,2.9936
8/28/2018,2.4507,2.6654,2.7277,2.7737,2.8372,2.8804,3.0303
8/29/2018,2.4584,2.6755,2.7415,2.782,2.8447,2.884,3.0207
8/30/2018,2.4425,2.6492,2.711,2.75,2.8143,2.855,3.0031
8/31/2018,2.4473,2.6269,2.6914,2.7382,2.8094,2.8604,3.0191
9/3/2018,2.4473,2.6269,2.6914,2.7382,2.8094,2.8604,3.0191
9/4/2018,2.4708,2.6533,2.7219,2.7719,2.8493,2.8985,3.0616
9/5/2018,2.4681,2.6493,2.719,2.7685,2.8468,2.9022,3.0753
9/6/2018,2.4679,2.633,2.694,2.7415,2.8169,2.8731,3.0527
9/7/2018,2.5069,2.7025,2.772,2.8211,2.8919,2.9388,3.1014
9/10/2018,2.5121,2.7108,2.7776,2.8228,2.8844,2.9314,3.081
9/11/2018,2.5146,2.7438,2.8168,2.8671,2.9346,2.9755,3.1185
9/12/2018,2.5417,2.7481,2.8184,2.862,2.9221,2.9626,3.1038
9/13/2018,2.5468,2.7565,2.8239,2.8723,2.9297,2.97,3.1071
9/14/2018,2.5543,2.7777,2.8541,2.9033,2.9626,2.9959,3.1309
9/17/2018,2.5542,2.7779,2.8432,2.8879,2.9501,2.9867,3.1284
9/18/2018,2.5672,2.7988,2.8818,2.9428,3.0159,3.0551,3.2014
9/19/2018,2.5618,2.7907,2.8846,2.9464,3.021,3.0626,3.2098
9/20/2018,2.5669,2.8034,2.893,2.9533,3.0237,3.0626,3.1956
9/21/2018,2.5639,2.7999,2.8878,2.9485,3.0239,3.0628,3.1998
9/24/2018,2.569,2.8169,2.9017,2.9675,3.0444,3.0889,3.2258
9/25/2018,2.5742,2.8391,2.913,2.9814,3.0572,3.0964,3.2258
9/26/2018,2.5661,2.8148,2.877,2.9444,3.0064,3.048,3.1814
9/27/2018,2.566,2.8269,2.891,2.9563,3.0116,3.0518,3.1831
9/28/2018,2.563,2.8188,2.883,2.9529,3.0199,3.0612,3.2057
10/1/2018,2.5734,2.8189,2.8859,2.9614,3.0349,3.0836,3.2343
10/2/2018,2.5706,2.8108,2.8832,2.9512,3.0199,3.0631,3.2175
10/3/2018,2.6046,2.872,2.9643,3.0449,3.1303,3.1813,3.3353
10/4/2018,2.6098,2.868,2.9617,3.045,3.1329,3.187,3.3475
10/5/2018,2.6066,2.885,2.9821,3.0693,3.1734,3.2328,3.4036
10/8/2018,2.6066,2.885,2.9821,3.0693,3.1734,3.2328,3.4036
10/9/2018,2.617,2.8851,2.9794,3.0557,3.1482,3.2063,3.3685
10/10/2018,2.6497,2.8421,2.929,3.0027,3.0978,3.1629,3.3476
10/11/2018,2.6469,2.8484,2.9353,3.0044,3.0928,3.1498,3.3233
10/12/2018,2.6465,2.8528,2.9408,3.0149,3.1054,3.1613,3.3347
10/15/2018,2.6542,2.855,2.9408,3.0098,3.1004,3.1557,3.3364
10/16/2018,2.6488,2.8655,2.9518,3.0236,3.1106,3.1633,3.3338
10/17/2018,2.6566,2.8885,2.9821,3.058,3.1485,3.205,3.3722
10/18/2018,2.6512,2.8741,2.9574,3.0272,3.1182,3.1786,3.3634
10/19/2018,2.6613,2.9038,2.9824,3.0463,3.1335,3.1921,3.3758
10/22/2018,2.6585,2.9082,2.9853,3.0498,3.1361,3.1978,3.3881
10/23/2018,2.6452,2.879,2.9522,3.012,3.0981,3.1676,3.3679
10/24/2018,2.6187,2.8305,2.8831,2.9398,3.0275,3.1035,3.3305
10/25/2018,2.637,2.8467,2.9024,2.9596,3.0426,3.1167,3.3427
10/26/2018,2.6103,2.8062,2.8554,2.9071,2.9975,3.0755,3.3098
10/29/2018,2.6312,2.8164,2.872,2.919,3.0075,3.0849,3.3306
10/30/2018,2.639,2.8507,2.908,2.9562,3.0449,3.1227,3.3637
10/31/2018,2.6546,2.8669,2.9247,2.9749,3.0624,3.1435,3.3909
11/1/2018,2.6492,2.8445,2.8997,2.9563,3.0474,3.1303,3.376
11/2/2018,2.6751,2.9034,2.9696,3.033,3.1278,3.2121,3.454
11/5/2018,2.6723,2.9075,2.9724,3.028,3.1178,3.2008,3.4282
11/6/2018,2.6959,2.9279,3.0067,3.0554,3.1455,3.2276,3.4433
11/7/2018,2.7368,2.9567,3.0369,3.0795,3.1607,3.2355,3.4416
11/8/2018,2.734,2.965,3.0424,3.0916,3.1684,3.2373,3.4337
11/9/2018,2.7254,2.9241,2.9929,3.0353,3.113,3.1819,3.3842
11/12/2018,2.7254,2.9241,2.9929,3.0353,3.113,3.1819,3.3842
11/13/2018,2.7174,2.8911,2.949,2.984,3.0626,3.1397,3.3592
11/14/2018,2.704,2.8663,2.9216,2.9567,3.04,3.125,3.3667
11/15/2018,2.6854,2.8539,2.9051,2.9379,3.0224,3.1103,3.3592
11/16/2018,2.6587,2.7998,2.842,2.8782,2.9698,3.0628,3.3163
11/19/2018,2.6532,2.7893,2.831,2.8697,2.9697,3.0628,3.3212
11/20/2018,2.6531,2.8037,2.8474,2.8867,2.9747,3.0628,3.3147
11/21/2018,2.6555,2.8139,2.8501,2.8901,2.9772,3.0627,3.3163
11/22/2018,2.6555,2.8139,2.8501,2.8901,2.9772,3.0627,3.3163
11/23/2018,2.655,2.8094,2.8361,2.8662,2.9496,3.039,3.3015
11/26/2018,2.6681,2.8302,2.8554,2.885,2.9671,3.0535,3.3113
11/27/2018,2.6758,2.8329,2.8609,2.8901,2.9721,3.0572,3.3187
11/28/2018,2.6704,2.8086,2.8415,2.8649,2.9595,3.059,3.3459
11/29/2018,2.6729,2.8086,2.8276,2.8463,2.9421,3.0298,3.3245
11/30/2018,2.6777,2.7865,2.7997,2.8125,2.8973,2.9879,3.29
12/3/2018,2.6986,2.8211,2.8274,2.8175,2.8849,2.9697,3.2535
12/4/2018,2.6931,2.7947,2.805,2.7871,2.8402,2.9136,3.1727
12/5/2018,2.6931,2.7947,2.805,2.7871,2.8402,2.9136,3.1727
12/6/2018,2.6944,2.76,2.766,2.7533,2.8179,2.8955,3.1624
12/7/2018,2.6755,2.7109,2.7127,2.6891,2.7584,2.845,3.1403
12/10/2018,2.6806,2.7292,2.7321,2.7142,2.7757,2.8575,3.1293
12/11/2018,2.6936,2.7641,2.7626,2.7411,2.8004,2.879,3.1261
12/12/2018,2.6909,2.7723,2.7755,2.7681,2.8351,2.9096,3.1497
12/13/2018,2.6775,2.762,2.7563,2.7545,2.8301,2.9131,3.1694
12/14/2018,2.6666,2.733,2.7207,2.7306,2.8052,2.8895,3.1433
12/17/2018,2.6453,2.6916,2.6824,2.6933,2.7729,2.857,3.1128
12/18/2018,2.6241,2.6439,2.6277,2.646,2.7283,2.8175,3.0677
12/19/2018,2.6187,2.6458,2.6194,2.6189,2.6814,2.7548,2.9807
12/20/2018,2.6291,2.6706,2.6496,2.6677,2.7282,2.8065,3.0484
12/21/2018,2.6182,2.6389,2.6194,2.6386,2.7181,2.7902,3.0308
12/24/2018,2.5811,2.5593,2.5534,2.5793,2.6562,2.7383,2.9934
12/25/2018,2.5811,2.5593,2.5534,2.5793,2.6562,2.7383,2.9934
12/26/2018,2.6046,2.615,2.6055,2.6483,2.7328,2.8079,3.0645
12/27/2018,2.5782,2.5625,2.5587,2.6166,2.6758,2.7666,3.056
12/28/2018,2.5778,2.5161,2.4951,2.5547,2.6275,2.7182,3.0222
12/31/2018,2.596,2.4878,2.4563,2.5111,2.5857,2.6842,3.0145
1/1/2019,2.596,2.4878,2.4563,2.5111,2.5857,2.6842,3.0145
1/2/2019,2.5864,2.4676,2.4286,2.4577,2.5196,2.6204,2.9518
1/3/2019,2.4942,2.3786,2.3376,2.3579,2.4319,2.5535,2.9025
1/4/2019,2.5622,2.4937,2.4749,2.5008,2.561,2.6677,2.981
1/7/2019,2.5752,2.5406,2.5218,2.5375,2.5954,2.696,2.9878
1/8/2019,2.6014,2.5855,2.5662,2.5795,2.6323,2.728,3.0068
1/9/2019,2.575,2.5529,2.5299,2.5475,2.6101,2.71,3.0029
1/10/2019,2.5854,2.5755,2.5463,2.5676,2.6373,2.7421,3.0627
1/11/2019,2.5665,2.5408,2.5163,2.5288,2.5953,2.7007,3.0334
1/14/2019,2.5664,2.5347,2.5109,2.5237,2.5928,2.7024,3.0526
1/15/2019,2.5584,2.5347,2.5136,2.5304,2.6051,2.7112,3.0734
1/16/2019,2.5582,2.5409,2.5218,2.537,2.615,2.7218,3.0711
1/17/2019,2.5607,2.5637,2.5491,2.5707,2.6521,2.7504,3.0741
1/18/2019,2.5786,2.6139,2.5986,2.6231,2.6944,2.7842,3.0974
1/21/2019,2.5786,2.6139,2.5986,2.6231,2.6944,2.7842,3.0974
1/22/2019,2.5864,2.5869,2.5629,2.5773,2.6497,2.7392,3.0594
1/23/2019,2.5784,2.5829,2.563,2.5756,2.6497,2.7409,3.0617
1/24/2019,2.5703,2.5642,2.5383,2.5502,2.6199,2.7157,3.0339
1/25/2019,2.5831,2.6063,2.588,2.5992,2.6696,2.7585,3.0662
1/28/2019,2.5908,2.5897,2.577,2.5805,2.6497,2.744,3.0662
1/29/2019,2.5828,2.5726,2.5467,2.5452,2.6099,2.7098,3.04
1/30/2019,2.5706,2.5081,2.4805,2.4833,2.5661,2.6775,3.0315
1/31/2019,2.5442,2.4576,2.4336,2.4365,2.5172,2.6293,2.9956
2/1/2019,2.5569,2.5019,2.4887,2.5033,2.5807,2.6842,3.0253
2/4/2019,2.5568,2.5364,2.5247,2.5352,2.6176,2.7235,3.0545
2/5/2019,2.554,2.5222,2.4997,2.51,2.5954,2.6983,3.0314
2/6/2019,2.5486,2.5243,2.4973,2.5033,2.5905,2.6946,3.0329
2/7/2019,2.5275,2.4795,2.4565,2.463,2.5512,2.6572,2.9947
2/8/2019,2.5245,2.465,2.4402,2.4445,2.5315,2.6339,2.9802
2/11/2019,2.5375,2.4854,2.462,2.4663,2.5535,2.6536,2.9921
2/12/2019,2.5373,2.5059,2.4891,2.4965,2.5879,2.6877,3.0247
2/13/2019,2.5398,2.5305,2.519,2.5235,2.6076,2.7021,3.0311
2/14/2019,2.5239,2.4935,2.4728,2.4729,2.5534,2.6536,2.9976
2/15/2019,2.5339,2.5141,2.489,2.4931,2.5656,2.6626,2.9936
2/18/2019,2.5339,2.5141,2.489,2.4931,2.5656,2.6626,2.9936
2/19/2019,2.5338,2.4872,2.4563,2.4576,2.536,2.6339,2.9778
2/20/2019,2.5311,2.4975,2.4644,2.4677,2.5434,2.6447,2.9952
2/21/2019,2.5388,2.5286,2.5054,2.5134,2.5952,2.6914,3.0495
2/22/2019,2.5332,2.4933,2.4615,2.471,2.5506,2.6518,3.0159
2/25/2019,2.5383,2.5058,2.4697,2.4761,2.558,2.6626,3.0271
2/26/2019,2.5277,2.4819,2.4449,2.4451,2.5308,2.6357,3.0055
2/27/2019,2.5338,2.498,2.4668,2.4803,2.581,2.6825,3.0648
2/28/2019,2.5363,2.5141,2.4943,2.5122,2.6205,2.715,3.0802
3/1/2019,2.5438,2.5526,2.5329,2.5562,2.6602,2.7531,3.1226
3/4/2019,2.5279,2.5405,2.5163,2.5276,2.628,2.7223,3.0891
3/5/2019,2.533,2.5446,2.5246,2.5277,2.6256,2.7169,3.081
3/6/2019,2.5302,2.5161,2.4942,2.4991,2.5935,2.6934,3.0705
3/7/2019,2.5196,2.4734,2.4444,2.4403,2.5368,2.6393,3.0262
3/8/2019,2.5192,2.461,2.4359,2.4303,2.5196,2.6285,3.0119
3/11/2019,2.5243,2.4752,2.4497,2.4421,2.5294,2.6393,3.027
3/12/2019,2.5137,2.4506,2.4076,2.4085,2.4975,2.6015,2.9912
3/13/2019,2.5162,2.4648,2.4266,2.4304,2.5221,2.6213,3.0159
3/14/2019,2.5134,2.4607,2.4184,2.4304,2.5245,2.6303,3.0455
3/15/2019,2.5104,2.4378,2.3886,2.3951,2.4876,2.5871,3.0111
3/18/2019,2.5077,2.4521,2.4049,2.4119,2.5073,2.6033,3.0174
