Dates,USGG12M Index,USGG2YR Index,USGG3YR Index,USGG5YR Index,USGG7YR Index,USGG10YR Index,USGG30YR Index
8/17/2016,0.5753,0.7257,0.848,1.1315,1.3943,1.5491,2.2594
8/18/2016,0.5651,0.7014,0.8189,1.1087,1.373,1.5356,2.2601
8/19/2016,0.5804,0.7459,0.8697,1.1641,1.4255,1.5781,2.2869
8/22/2016,0.5804,0.7378,0.8512,1.1348,1.3898,1.5424,2.2371
8/23/2016,0.5804,0.7418,0.8566,1.1348,1.3875,1.5458,2.2292
8/24/2016,0.5753,0.7618,0.8674,1.1446,1.3995,1.5611,2.2471
8/25/2016,0.5753,0.7894,0.8942,1.1605,1.421,1.5731,2.263
8/26/2016,0.6008,0.8428,0.9565,1.2365,1.5001,1.6296,2.2869
8/29/2016,0.5957,0.8052,0.9082,1.1686,1.4244,1.5595,2.2142
8/30/2016,0.5906,0.7973,0.9056,1.1766,1.4339,1.5663,2.2292
8/31/2016,0.5906,0.8053,0.922,1.1977,1.4551,1.58,2.232
9/1/2016,0.5854,0.7816,0.9005,1.1799,1.4339,1.5681,2.2299
9/2/2016,0.5803,0.7858,0.9092,1.1914,1.4624,1.6024,2.2782
9/5/2016,0.5803,0.7858,0.9092,1.1914,1.4624,1.6024,2.2782
9/6/2016,0.5496,0.7281,0.8417,1.1169,1.3844,1.534,2.2241
9/7/2016,0.5496,0.734,0.8553,1.1234,1.3891,1.5391,2.2349
9/8/2016,0.5649,0.7699,0.8961,1.1769,1.4506,1.599,2.3036
9/9/2016,0.5598,0.7821,0.9237,1.2225,1.5125,1.6749,2.3946
9/12/2016,0.5547,0.7701,0.9075,1.1965,1.4911,1.6629,2.3909
9/13/2016,0.57,0.7982,0.9491,1.2455,1.5508,1.7271,2.4634
9/14/2016,0.6111,0.758,0.9015,1.2064,1.5103,1.6976,2.4497
9/15/2016,0.5958,0.7258,0.8671,1.1787,1.4889,1.6907,2.4627
9/16/2016,0.6009,0.7621,0.9015,1.1984,1.4985,1.6926,2.4452
9/19/2016,0.606,0.7784,0.9255,1.2197,1.5249,1.7118,2.4551
9/20/2016,0.606,0.7743,0.9149,1.2001,1.501,1.6892,2.4316
9/21/2016,0.6008,0.7744,0.9123,1.187,1.4724,1.6511,2.3738
9/22/2016,0.5804,0.7703,0.9043,1.1642,1.4438,1.6183,2.3353
9/23/2016,0.5752,0.754,0.8857,1.156,1.4368,1.6184,2.3471
9/26/2016,0.5701,0.7336,0.8563,1.1184,1.3963,1.5839,2.3205
9/27/2016,0.5701,0.7421,0.8509,1.1119,1.3845,1.5564,2.2774
9/28/2016,0.5803,0.7559,0.8616,1.1347,1.3987,1.5719,2.2913
9/29/2016,0.5701,0.7342,0.8375,1.1169,1.3891,1.5599,2.2767
9/30/2016,0.5854,0.7619,0.875,1.1492,1.4221,1.5944,2.3154
10/3/2016,0.6059,0.7916,0.9019,1.1784,1.4505,1.6221,2.3397
10/4/2016,0.6263,0.8215,0.9424,1.2271,1.5098,1.6864,2.4098
10/5/2016,0.6263,0.8316,0.9586,1.2434,1.5289,1.7021,2.4234
10/6/2016,0.6314,0.8496,0.9885,1.2776,1.5671,1.7372,2.4538
10/7/2016,0.6314,0.8301,0.978,1.2551,1.5435,1.7181,2.4508
10/10/2016,0.6314,0.8301,0.978,1.2551,1.5435,1.7181,2.4508
10/11/2016,0.6416,0.8664,1.0162,1.2944,1.5818,1.7638,2.5014
10/12/2016,0.6777,0.8585,1.0109,1.2912,1.5819,1.7692,2.4991
10/13/2016,0.652,0.8345,0.9947,1.2586,1.5484,1.7411,2.4768
10/14/2016,0.6571,0.8348,1.0027,1.2866,1.5894,1.7977,2.5583
10/17/2016,0.6418,0.8147,0.9734,1.2539,1.5511,1.766,2.5216
10/18/2016,0.6418,0.7986,0.9548,1.2245,1.5248,1.7379,2.5054
10/19/2016,0.6315,0.7946,0.9521,1.2262,1.5273,1.7432,2.5069
10/20/2016,0.6469,0.819,0.9787,1.2525,1.5465,1.7556,2.5039
10/21/2016,0.6417,0.8234,0.9786,1.2428,1.5275,1.7347,2.4846
10/24/2016,0.6468,0.8399,0.9946,1.2742,1.5539,1.7647,2.5171
10/25/2016,0.6519,0.8523,0.9946,1.2742,1.5492,1.756,2.4985
10/26/2016,0.6468,0.8685,1.0134,1.304,1.5854,1.7931,2.5412
10/27/2016,0.6519,0.8863,1.0375,1.3473,1.6434,1.8536,2.6138
10/28/2016,0.6417,0.8526,1.0027,1.3245,1.6345,1.8468,2.6154
10/31/2016,0.6417,0.8409,0.9892,1.3067,1.6155,1.8255,2.5798
11/1/2016,0.6365,0.8311,0.9838,1.2921,1.6108,1.8274,2.5774
11/2/2016,0.6263,0.8174,0.9649,1.263,1.58,1.8025,2.5672
11/3/2016,0.6212,0.8055,0.9595,1.2646,1.58,1.8115,2.6004
11/4/2016,0.6007,0.7838,0.9351,1.2321,1.5397,1.7762,2.561
11/7/2016,0.6109,0.8178,0.9756,1.2874,1.6012,1.8261,2.6021
11/8/2016,0.6416,0.8539,1.0162,1.3265,1.6393,1.8547,2.6156
11/9/2016,0.7084,0.8901,1.1142,1.4724,1.8191,2.0571,2.8456
11/10/2016,0.7186,0.9151,1.1674,1.5571,1.9188,2.1501,2.9549
11/11/2016,0.7186,0.9151,1.1674,1.5571,1.9188,2.1501,2.935
11/14/2016,0.7647,1.0023,1.2796,1.6819,2.0412,2.2614,3.0117
11/15/2016,0.7544,0.9926,1.2691,1.6588,2.0045,2.2189,2.9555
11/16/2016,0.7391,1.0051,1.2774,1.6707,2.0169,2.2225,2.9221
11/17/2016,0.7595,1.0461,1.3233,1.7362,2.091,2.3026,3.0117
11/18/2016,0.7544,1.0678,1.3565,1.7975,2.1559,2.3548,3.0296
11/21/2016,0.7595,1.0683,1.3407,1.7691,2.109,2.3154,2.9924
11/22/2016,0.7595,1.0871,1.3464,1.7762,2.1141,2.3119,2.9996
11/23/2016,0.7697,1.1228,1.393,1.8321,2.1616,2.3498,3.0207
11/24/2016,0.7697,1.1228,1.393,1.8321,2.1697,2.3498,3.0207
11/25/2016,0.7799,1.1168,1.3941,1.8354,2.1758,2.3572,3.0045
11/28/2016,0.7697,1.099,1.3591,1.7894,2.1202,2.3124,2.9755
11/29/2016,0.7645,1.0871,1.3404,1.7746,2.1033,2.291,2.9459
11/30/2016,0.7748,1.113,1.3925,1.842,2.1904,2.3809,3.0337
12/1/2016,0.7799,1.147,1.4365,1.8982,2.2488,2.4481,3.1085
12/2/2016,0.7696,1.0957,1.3775,1.8208,2.1783,2.3831,3.0615
12/5/2016,0.7901,1.1198,1.4025,1.8456,2.1929,2.3941,3.064
12/6/2016,0.785,1.1139,1.3919,1.834,2.1832,2.3887,3.0788
12/7/2016,0.8315,1.094,1.3594,1.7895,2.1371,2.3401,3.0224
12/8/2016,0.8366,1.1102,1.3871,1.8374,2.1978,2.4071,3.1053
12/9/2016,0.8468,1.1329,1.4213,1.8906,2.2541,2.4675,3.1529
12/12/2016,0.8468,1.1411,1.4051,1.8857,2.2468,2.4712,3.1538
12/13/2016,0.8673,1.1636,1.4632,1.9091,2.2541,2.4713,3.1312
12/14/2016,0.9084,1.2673,1.5811,2.0479,2.3748,2.5707,3.1799
12/15/2016,0.8878,1.2738,1.6136,2.0884,2.4145,2.5967,3.1622
12/16/2016,0.8826,1.2524,1.5953,2.0654,2.4024,2.5916,3.1741
12/19/2016,0.8775,1.2221,1.5496,2.0218,2.348,2.5382,3.1204
12/20/2016,0.8775,1.2163,1.5579,2.0388,2.3629,2.5586,3.1396
12/21/2016,0.8569,1.1879,1.5284,2.0187,2.3407,2.5348,3.1079
12/22/2016,0.8518,1.1923,1.5393,2.034,2.3532,2.5515,3.1271
12/23/2016,0.8517,1.2016,1.5372,2.0245,2.3386,2.5373,3.1138
12/26/2016,0.8517,1.2016,1.5372,2.0245,2.3386,2.5373,3.1138
12/27/2016,0.8568,1.2267,1.5617,2.055,2.3635,2.5596,3.133
12/28/2016,0.8517,1.254,1.5239,1.9961,2.3115,2.508,3.0931
12/29/2016,0.8158,1.2122,1.4697,1.9538,2.2721,2.475,3.079
12/30/2016,0.8106,1.1883,1.451,1.9274,2.2451,2.4443,3.0651
1/2/2017,0.8106,1.1883,1.451,1.9274,2.2451,2.4443,3.0651
1/3/2017,0.826,1.2141,1.4783,1.9422,2.2573,2.4444,3.0462
1/4/2017,0.8623,1.214,1.4757,1.9306,2.25,2.439,3.0397
1/5/2017,0.8212,1.1621,1.4049,1.8434,2.1531,2.3443,2.9444
1/6/2017,0.8314,1.2098,1.4815,1.9239,2.2281,2.4193,3.0088
1/9/2017,0.8057,1.1816,1.4487,1.8727,2.1723,2.3647,2.958
1/10/2017,0.8006,1.1856,1.4433,1.8759,2.1795,2.3757,2.9676
1/11/2017,0.8057,1.1855,1.4687,1.8841,2.1843,2.3721,2.9556
1/12/2017,0.7954,1.1733,1.4526,1.8659,2.1698,2.3631,2.9604
1/13/2017,0.7954,1.1931,1.4767,1.897,2.2012,2.3964,2.9886
1/16/2017,0.7954,1.1931,1.4767,1.897,2.2012,2.3964,2.9886
1/17/2017,0.78,1.1524,1.4151,1.8192,2.1284,2.3253,2.9317
1/18/2017,0.8056,1.2214,1.5091,1.9383,2.2475,2.4296,3.0129
1/19/2017,0.8005,1.2214,1.5173,1.9633,2.2841,2.4739,3.0463
1/20/2017,0.7902,1.1885,1.4853,1.9365,2.267,2.4668,3.0488
1/23/2017,0.7645,1.1434,1.4261,1.8634,2.1864,2.3971,2.9862
1/24/2017,0.7799,1.1924,1.4828,1.9331,2.2597,2.4652,3.0489
1/25/2017,0.785,1.2341,1.5045,1.9765,2.3088,2.5116,3.0967
1/26/2017,0.785,1.2242,1.4884,1.9657,2.2989,2.5043,3.0851
1/27/2017,0.785,1.2182,1.4751,1.9458,2.2864,2.4843,3.0588
1/30/2017,0.7747,1.2122,1.4725,1.9491,2.2889,2.4881,3.0785
1/31/2017,0.7593,1.2044,1.4617,1.9129,2.2476,2.4531,3.0612
2/1/2017,0.8212,1.2125,1.4727,1.9294,2.2621,2.4699,3.0753
2/2/2017,0.8109,1.2046,1.4701,1.9228,2.2597,2.4737,3.0877
2/3/2017,0.8006,1.1969,1.4594,1.9096,2.2475,2.4648,3.0902
2/6/2017,0.7801,1.149,1.4049,1.8453,2.1821,2.4077,3.0473
2/7/2017,0.7801,1.165,1.4158,1.8469,2.1748,2.3931,3.0179
2/8/2017,0.7749,1.141,1.399,1.8024,2.1216,2.3363,2.9485
2/9/2017,0.7852,1.1772,1.4525,1.8667,2.1941,2.3948,3.0041
2/10/2017,0.7903,1.1895,1.4685,1.8865,2.2134,2.4073,3.0056
2/13/2017,0.8005,1.2017,1.4899,1.9147,2.2402,2.4358,3.0319
2/14/2017,0.821,1.2343,1.5301,1.963,2.2865,2.4698,3.0584
2/15/2017,0.8261,1.2466,1.5517,1.9914,2.311,2.4932,3.0777
2/16/2017,0.7954,1.2021,1.5008,1.9364,2.2548,2.4467,3.0487
2/17/2017,0.7953,1.1882,1.4717,1.9015,2.2182,2.4147,3.0231
2/20/2017,0.7953,1.1882,1.4717,1.9015,2.2182,2.4147,3.0231
2/21/2017,0.7953,1.2067,1.4879,1.9199,2.2328,2.429,3.0407
2/22/2017,0.7953,1.2162,1.4745,1.9049,2.2181,2.4129,3.0327
2/23/2017,0.7799,1.1825,1.4315,1.8586,2.1718,2.372,3.0127
2/24/2017,0.7747,1.1428,1.3884,1.8044,2.1202,2.3117,2.951
2/27/2017,0.7747,1.1944,1.4479,1.8651,2.1782,2.365,2.9833
2/28/2017,0.8208,1.2601,1.5185,1.9294,2.2219,2.3899,2.9952
3/1/2017,0.9136,1.2842,1.5648,1.9872,2.2878,2.4526,3.0608
3/2/2017,0.9599,1.3084,1.5868,2.0155,2.3123,2.4779,3.0729
3/3/2017,0.9598,1.3051,1.5791,2.009,2.3052,2.478,3.0713
3/6/2017,0.965,1.3053,1.5821,2.0191,2.3175,2.4997,3.1046
3/7/2017,0.9958,1.3277,1.6096,2.0491,2.3421,2.5179,3.121
3/8/2017,1.0163,1.3542,1.6625,2.0926,2.3866,2.5597,3.1489
3/9/2017,1.0318,1.3726,1.692,2.1362,2.4336,2.6053,3.1888
3/10/2017,1.0266,1.3534,1.6598,2.1014,2.3943,2.5745,3.1647
3/13/2017,1.0471,1.3719,1.684,2.1385,2.4365,2.6258,3.2122
3/14/2017,1.0368,1.3763,1.684,2.1285,2.4193,2.6002,3.1747
3/15/2017,1.0008,1.2994,1.5821,2.003,2.2984,2.493,3.1071
3/16/2017,0.9853,1.3322,1.6277,2.0499,2.3477,2.5402,3.1506
3/17/2017,0.9801,1.3146,1.6008,2.0183,2.306,2.5005,3.1096
3/20/2017,0.9801,1.2883,1.5712,1.9849,2.2716,2.4607,3.077
3/21/2017,0.9698,1.2598,1.5308,1.9466,2.2299,2.4175,3.0343
3/22/2017,0.9647,1.2477,1.5172,1.9366,2.2202,2.405,3.0174
3/23/2017,0.9595,1.252,1.5279,1.9516,2.2349,2.4194,3.0294
3/24/2017,0.9646,1.2566,1.5276,1.945,2.2301,2.4123,3.0134
3/27/2017,0.9748,1.2527,1.5086,1.9183,2.1982,2.3782,2.9848
3/28/2017,1.0108,1.3016,1.5491,1.9636,2.2425,2.4178,3.0246
3/29/2017,1.0319,1.2698,1.5165,1.926,2.1958,2.3765,2.9856
3/30/2017,1.0216,1.2818,1.5327,1.964,2.2487,2.4197,3.0343
3/31/2017,1.0164,1.254,1.489,1.9212,2.2098,2.3874,3.0095
4/3/2017,1.0061,1.2261,1.4346,1.8519,2.1347,2.3193,2.9532
4/4/2017,1.0215,1.252,1.4697,1.8898,2.1759,2.3605,2.9999
4/5/2017,1.0163,1.234,1.437,1.8519,2.1395,2.3354,2.9856
4/6/2017,1.0266,1.2379,1.4423,1.8585,2.1443,2.3408,2.9864
4/7/2017,1.0574,1.2862,1.5072,1.9196,2.2003,2.3822,3.0078
4/10/2017,1.0523,1.2741,1.4962,1.8998,2.1808,2.3661,2.9903
4/11/2017,1.0368,1.2338,1.4599,1.8303,2.108,2.2962,2.9289
4/12/2017,1.0162,1.2015,1.4144,1.7676,2.0451,2.2392,2.8861
4/13/2017,1.011,1.2053,1.4118,1.7691,2.045,2.2374,2.8923
4/14/2017,1.011,1.2053,1.4118,1.7691,2.045,2.2374,2.8923
4/17/2017,1.0161,1.2011,1.4063,1.7756,2.0595,2.2498,2.9094
4/18/2017,1.0007,1.1604,1.3528,1.6997,1.9774,2.1682,2.8354
4/19/2017,1.0006,1.1766,1.3794,1.7392,2.0207,2.2143,2.8729
4/20/2017,0.9903,1.1846,1.398,1.7639,2.0449,2.232,2.8822
4/21/2017,0.9749,1.1802,1.4004,1.7703,2.0569,2.248,2.9015
4/24/2017,1.0057,1.2294,1.4326,1.8017,2.0787,2.273,2.9288
4/25/2017,1.0262,1.2704,1.4784,1.8549,2.1395,2.3322,2.9879
4/26/2017,1.0628,1.2717,1.4567,1.8282,2.1078,2.3035,2.9602
4/27/2017,1.0525,1.2579,1.4378,1.8224,2.1005,2.2946,2.9642
4/28/2017,1.0576,1.2619,1.443,1.8142,2.0941,2.2802,2.9508
5/1/2017,1.073,1.2739,1.4619,1.8405,2.1256,2.318,3.0023
5/2/2017,1.0678,1.258,1.4429,1.8027,2.0893,2.2803,2.9689
5/3/2017,1.0833,1.2939,1.4782,1.8519,2.133,2.318,2.9681
5/4/2017,1.0935,1.3059,1.5026,1.8865,2.1695,2.3541,2.9983
5/5/2017,1.0935,1.3102,1.5054,1.8816,2.1624,2.3487,2.9832
5/8/2017,1.1089,1.3303,1.5299,1.9113,2.1966,2.3868,3.0222
5/9/2017,1.1192,1.3405,1.5382,1.9229,2.209,2.3977,3.0271
5/10/2017,1.1192,1.3548,1.5669,1.9379,2.2213,2.4141,3.0407
5/11/2017,1.1191,1.3347,1.5482,1.9147,2.1944,2.3874,3.0255
5/12/2017,1.1036,1.2904,1.4866,1.8468,2.131,2.3257,2.9889
5/15/2017,1.1036,1.2986,1.4946,1.8617,2.1457,2.3433,3.0064
5/16/2017,1.0984,1.2987,1.4893,1.8484,2.1287,2.3257,2.9921
5/17/2017,1.0726,1.2458,1.4197,1.7542,2.0241,2.2243,2.916
5/18/2017,1.0726,1.2682,1.4383,1.7722,2.0363,2.2294,2.9005
5/19/2017,1.088,1.2703,1.4462,1.7803,2.0436,2.2346,2.8966
5/22/2017,1.0983,1.2826,1.4569,1.7985,2.0631,2.2537,2.9136
5/23/2017,1.124,1.3032,1.4838,1.8267,2.0899,2.2799,2.9432
5/24/2017,1.1504,1.2818,1.4461,1.7852,2.0509,2.2502,2.9245
5/25/2017,1.1504,1.2937,1.4568,1.7943,2.0631,2.2554,2.9206
5/26/2017,1.1452,1.2937,1.4539,1.7894,2.0602,2.2465,2.912
5/29/2017,1.1452,1.2937,1.4539,1.7894,2.0602,2.2465,2.912
5/30/2017,1.1451,1.2837,1.4322,1.7549,2.0241,2.2098,2.8772
5/31/2017,1.1503,1.2818,1.4322,1.7516,2.0168,2.2028,2.8634
6/1/2017,1.1451,1.2898,1.4375,1.7615,2.0192,2.2114,2.8626
6/2/2017,1.1502,1.2879,1.4237,1.7188,1.9711,2.1591,2.81
6/5/2017,1.1553,1.302,1.4427,1.7418,1.9952,2.1817,2.8366
6/6/2017,1.1449,1.294,1.4209,1.7138,1.9567,2.1451,2.8115
6/7/2017,1.1655,1.3061,1.448,1.7385,1.9831,2.1729,2.8366
6/8/2017,1.1707,1.3143,1.4535,1.7483,1.9951,2.1885,2.851
6/9/2017,1.186,1.3347,1.478,1.7664,2.0096,2.2005,2.8556
6/12/2017,1.1963,1.3551,1.4862,1.778,2.0217,2.2145,2.8694
6/13/2017,1.2015,1.3633,1.508,1.7813,2.0193,2.2109,2.8648
6/14/2017,1.186,1.331,1.4653,1.7153,1.9421,2.1256,2.7692
6/15/2017,1.1962,1.3514,1.4946,1.7632,1.9854,2.1637,2.7872
6/16/2017,1.1859,1.3151,1.4732,1.7433,1.9685,2.1514,2.7752
6/19/2017,1.2013,1.356,1.5215,1.788,2.012,2.1879,2.7849
6/20/2017,1.2064,1.3439,1.4973,1.7632,1.9806,2.1565,2.7385
6/21/2017,1.2124,1.3481,1.4973,1.7731,1.9927,2.1634,2.7274
6/22/2017,1.2072,1.3401,1.4811,1.7582,1.9781,2.1477,2.7163
6/23/2017,1.2019,1.3404,1.4784,1.7565,1.9732,2.1423,2.7155
6/26/2017,1.1967,1.3323,1.4783,1.7565,1.9684,2.137,2.697
6/27/2017,1.207,1.3692,1.5189,1.8115,2.0388,2.2051,2.7518
6/28/2017,1.2018,1.3533,1.5026,1.8206,2.0461,2.2279,2.781
6/29/2017,1.2173,1.3692,1.5243,1.8502,2.0989,2.2666,2.8135
6/30/2017,1.2275,1.3817,1.5461,1.8884,2.1402,2.3037,2.8348
7/3/2017,1.2429,1.4101,1.5844,1.9316,2.1891,2.3499,2.8669
7/4/2017,1.2429,1.4101,1.5844,1.9316,2.1891,2.3499,2.8669
7/5/2017,1.2274,1.4022,1.5763,1.9134,2.1623,2.3232,2.8469
7/6/2017,1.2171,1.3944,1.5873,1.9351,2.199,2.3659,2.9016
7/7/2017,1.2067,1.399,1.5902,1.947,2.2163,2.3856,2.9289
7/10/2017,1.2066,1.383,1.5738,1.9321,2.1968,2.373,2.9265
7/11/2017,1.1963,1.3751,1.552,1.9156,2.1822,2.3605,2.9234
7/12/2017,1.1911,1.3429,1.5375,1.8741,2.1334,2.3177,2.8838
7/13/2017,1.2014,1.3633,1.559,1.8908,2.1554,2.3444,2.9172
7/14/2017,1.1962,1.3556,1.5455,1.866,2.136,2.3319,2.9195
7/17/2017,1.1961,1.3557,1.5402,1.8594,2.1214,2.3141,2.9039
7/18/2017,1.191,1.3477,1.5161,1.8129,2.0678,2.259,2.8461
7/19/2017,1.2175,1.356,1.5215,1.8246,2.0825,2.2696,2.8514
7/20/2017,1.2072,1.3521,1.508,1.818,2.0728,2.2589,2.8254
7/21/2017,1.2071,1.3402,1.4946,1.8031,2.0485,2.2375,2.8087
7/24/2017,1.2174,1.3567,1.5107,1.8214,2.068,2.2552,2.8345
7/25/2017,1.2277,1.3899,1.5567,1.89,2.1487,2.3354,2.9171
7/26/2017,1.2173,1.3551,1.5053,1.8265,2.0924,2.2872,2.8914
7/27/2017,1.2173,1.3631,1.5189,1.852,2.1169,2.3103,2.9194
7/28/2017,1.2069,1.3472,1.5026,1.8339,2.1009,2.2889,2.8953
7/31/2017,1.212,1.3491,1.5081,1.8356,2.1129,2.2942,2.8999
8/1/2017,1.2068,1.3411,1.4891,1.7994,2.0671,2.2532,2.8567
8/2/2017,1.2119,1.359,1.5081,1.8256,2.0888,2.271,2.8559
8/3/2017,1.2106,1.339,1.4781,1.7879,2.043,2.2212,2.7972
8/4/2017,1.2183,1.3509,1.5026,1.8157,2.0766,2.262,2.842
8/7/2017,1.2208,1.3509,1.5026,1.8107,2.0694,2.253,2.8336
8/8/2017,1.2221,1.3508,1.4944,1.8172,2.0766,2.2619,2.8428
8/9/2017,1.2027,1.3387,1.5027,1.804,2.0621,2.2476,2.8222
8/10/2017,1.2014,1.3246,1.4813,1.7711,2.0139,2.1975,2.7729
8/11/2017,1.1949,1.294,1.4466,1.7429,2.0017,2.1888,2.7855
8/14/2017,1.2052,1.3182,1.4733,1.7692,2.033,2.2185,2.8073
8/15/2017,1.227,1.3465,1.5161,1.8253,2.0886,2.2728,2.8488
8/16/2017,1.2382,1.3261,1.4839,1.7806,2.0353,2.222,2.8073
8/17/2017,1.2227,1.2956,1.4571,1.7492,1.9991,2.1853,2.7739
8/18/2017,1.2226,1.3054,1.457,1.7589,2.0062,2.1939,2.7762
8/21/2017,1.2148,1.3012,1.4489,1.7506,1.9941,2.1817,2.7631
8/22/2017,1.2277,1.3216,1.4731,1.7836,2.0279,2.2131,2.7847
8/23/2017,1.2173,1.3051,1.4434,1.7438,1.982,2.166,2.7461
8/24/2017,1.2289,1.3297,1.4703,1.7752,2.0133,2.1939,2.7692
8/25/2017,1.2249,1.3315,1.4621,1.7568,1.989,2.1659,2.7469
8/28/2017,1.2288,1.3253,1.4513,1.7402,1.9769,2.1571,2.7554
8/29/2017,1.2158,1.3155,1.4215,1.7036,1.9455,2.1292,2.7384
8/30/2017,1.2184,1.3255,1.4322,1.7167,1.959,2.1309,2.7377
8/31/2017,1.2171,1.3255,1.4267,1.702,1.9422,2.117,2.7262
9/1/2017,1.2221,1.342,1.4591,1.7383,1.9929,2.1657,2.777
9/4/2017,1.2221,1.342,1.4591,1.7383,1.9929,2.1657,2.777
9/5/2017,1.2092,1.29,1.3883,1.6414,1.8894,2.0596,2.6806
9/6/2017,1.2272,1.3021,1.41,1.6841,1.9327,2.1046,2.7224
9/7/2017,1.2001,1.262,1.3691,1.625,1.8678,2.0387,2.6572
9/8/2017,1.1975,1.262,1.3687,1.6332,1.8798,2.0507,2.6692
9/11/2017,1.2245,1.3186,1.4342,1.709,1.9545,2.1306,2.743
9/12/2017,1.2206,1.3348,1.4632,1.7454,1.9884,2.1672,2.7715
9/13/2017,1.264,1.3471,1.4792,1.767,2.003,2.1883,2.7863
9/14/2017,1.2769,1.3615,1.498,1.777,2.0055,2.1847,2.7669
9/15/2017,1.2897,1.3803,1.5251,1.8055,2.0324,2.2023,2.77
9/18/2017,1.2948,1.3947,1.5414,1.8256,2.0592,2.2287,2.7987
9/19/2017,1.2922,1.4011,1.5443,1.8341,2.0715,2.2446,2.8167
9/20/2017,1.2948,1.4382,1.5876,1.8743,2.1034,2.2676,2.8081
9/21/2017,1.2999,1.4385,1.5959,1.8862,2.1158,2.2765,2.805
9/22/2017,1.2946,1.431,1.5748,1.8614,2.0866,2.2499,2.7801
9/25/2017,1.2843,1.423,1.5587,1.8364,2.0597,2.2198,2.7615
9/26/2017,1.292,1.4356,1.5697,1.8583,2.0769,2.2357,2.7739
9/27/2017,1.3023,1.4707,1.5971,1.9055,2.1409,2.3103,2.8625
9/28/2017,1.2868,1.4508,1.5701,1.8931,2.1238,2.3085,2.8712
9/29/2017,1.2892,1.4827,1.6225,1.936,2.1685,2.3336,2.8601
10/2/2017,1.2866,1.4828,1.6254,1.9344,2.171,2.3408,2.8736
10/3/2017,1.2866,1.471,1.6065,1.9162,2.1516,2.3229,2.8641
10/4/2017,1.3098,1.4711,1.6067,1.9162,2.1492,2.3229,2.8657
10/5/2017,1.333,1.4873,1.6261,1.9444,2.1783,2.348,2.8904
10/6/2017,1.3329,1.504,1.638,1.9561,2.1857,2.3589,2.8936
10/9/2017,1.3329,1.504,1.638,1.9561,2.1857,2.3589,2.8936
10/10/2017,1.3586,1.5123,1.6383,1.9595,2.1857,2.3607,2.8952
10/11/2017,1.3985,1.5186,1.644,1.9562,2.176,2.3481,2.8824
10/12/2017,1.3958,1.5127,1.6626,1.938,2.1516,2.3177,2.8467
10/13/2017,1.3879,1.4929,1.6304,1.8998,2.1079,2.273,2.805
10/16/2017,1.4034,1.5379,1.6814,1.9497,2.1492,2.3034,2.8231
10/17/2017,1.3982,1.5463,1.6814,1.9581,2.1517,2.2998,2.8019
10/18/2017,1.4059,1.5629,1.7084,1.9932,2.1956,2.3465,2.8562
10/19/2017,1.3955,1.5304,1.6654,1.9532,2.1639,2.3178,2.8365
10/20/2017,1.4135,1.5763,1.7141,2.0202,2.2324,2.3845,2.8969
10/23/2017,1.4031,1.5642,1.6952,1.9985,2.2128,2.3664,2.8833
10/24/2017,1.4135,1.581,1.7251,2.0439,2.2595,2.4189,2.9331
10/25/2017,1.4134,1.595,1.7252,2.044,2.267,2.4317,2.9404
10/26/2017,1.4185,1.6149,1.7497,2.0777,2.2991,2.4609,2.9714
10/27/2017,1.4055,1.5875,1.7174,2.0281,2.2524,2.4064,2.9179
10/30/2017,1.408,1.5737,1.6956,1.9951,2.2161,2.3684,2.8802
10/31/2017,1.4209,1.5997,1.7257,2.0165,2.2306,2.3793,2.8794
11/1/2017,1.4312,1.6119,1.734,2.0182,2.2257,2.3721,2.8579
11/2/2017,1.4338,1.608,1.7204,2,2.2015,2.345,2.8255
11/3/2017,1.4569,1.6145,1.7289,1.99,2.1821,2.3325,2.8129
11/6/2017,1.4776,1.6207,1.7262,1.9834,2.17,2.3163,2.7941
11/7/2017,1.4879,1.6289,1.7346,1.9884,2.1748,2.3145,2.777
11/8/2017,1.5202,1.6452,1.7688,2.0099,2.199,2.3343,2.7918
11/9/2017,1.515,1.6333,1.7581,2.0116,2.2086,2.3416,2.8161
11/10/2017,1.5278,1.6541,1.7849,2.0515,2.2597,2.3984,2.8797
11/13/2017,1.5381,1.6808,1.8118,2.0749,2.2743,2.4055,2.871
11/14/2017,1.5458,1.6872,1.8091,2.0582,2.2499,2.3717,2.83
11/15/2017,1.538,1.6834,1.7957,2.0316,2.2085,2.3222,2.7646
11/16/2017,1.5691,1.7082,1.8254,2.0699,2.2524,2.3753,2.8268
11/17/2017,1.5793,1.7213,1.8229,2.0567,2.2304,2.3435,2.7778
11/20/2017,1.5922,1.7505,1.8554,2.0919,2.2621,2.3666,2.7801
11/21/2017,1.6025,1.7715,1.8772,2.0986,2.2572,2.3559,2.7577
11/22/2017,1.5843,1.7267,1.8312,2.0417,2.2084,2.3187,2.7392
11/23/2017,1.5843,1.7267,1.8312,2.0417,2.2084,2.3187,2.7392
11/24/2017,1.5893,1.7443,1.845,2.0636,2.2303,2.3418,2.7638
11/27/2017,1.5945,1.7404,1.8342,2.0468,2.2156,2.3277,2.7677
11/28/2017,1.5918,1.746,1.8398,2.0594,2.2205,2.3277,2.7577
11/29/2017,1.597,1.762,1.8644,2.1059,2.2828,2.3882,2.8245
11/30/2017,1.6073,1.782,1.8919,2.1375,2.3073,2.4097,2.8269
