Dates,EK403000,EK492935,EJ379173,EK474593,EI846390,EI198075,EJ655099,EK175352,EK553660,EK392792,EJ437916,EJ655084,EK473489,EJ371685,EJ825284,EK553678,EK007196,EJ825278,EK328988,EK309890,EJ176746,EJ599041,EJ176721,EK238358,EJ324429,EJ995814,EC066567,EK474575,EJ417812,EJ371680,EK473507,EI400069,EK499522,EI533361,EJ481385,EI020400,EK618017,EI223996,EK175316,EK242445,EC600408,EK586466,EK242397,EK474587,EI644436,EJ460529,EK519106,EJ215167,EJ627895,EC130331,EJ893854,EK586202,EI349740,EJ944945,EK574501,EJ944939,EF858094,EJ248159,EK553852,EJ359014,EI461053,EJ319595,EI897085,EJ672591,EJ874896,EK169708,EK242475,EJ873954,EI790943,EJ528465,EK619283,EI555415,EK247609,EI351253,EK362255,EJ636007,EK608618,EJ617664,EI868919,EI568961,EK012633,EK344648,EJ897811,EI453546,EH415740,EK098924,EJ787540,EJ371435,EJ157190,EJ053001,EI480640,EJ305966,EJ776389,EK309560,EI463143,EF910110,EJ150281,EI335567,EI536165,EJ756529,EI528874,EK376500,EJ538523,EK027071,EH124103,EJ873960,EG444388,EH936693,EF740302,EJ659548,EK347817,EJ010990,EJ259836,EK322340,EJ317029,EK574471,EJ473916,EK012699,EK376512,EI768482,EJ276732,EI846230,EJ497990,EK166678,EK253374,EJ874908,EC112170,EK347799,EJ546521,EJ724659,EJ645836,EJ252285,EI126232,EJ323568,EI824506,EJ599961,EK361133,EI664076,EF420256,EH672761,EJ923590,EI706974,EK355400,EJ128955,EJ070521,EK508709,EK413109,EK499510,EK073202,EI192939,EJ259796,EJ504536,EJ986328,EI835929,EI765711,EK111440,EK119754,EK262586,EK153602,EJ691039,EJ772490,EJ816421,EI685746,EJ901114,EJ400595,EJ481410,EI640278,EI637600,EK519814,EJ305971,EK362195,EK403855,EJ406847,EJ097173,EI326436,EI619567,EI000902,EJ044731,EJ926700,EC478184,EJ772510,EJ567826,EJ010846,EK347811,EJ288605,EJ828975,EK569464,EI685750,EJ737276,EK340392,EI867482,EJ019872,EI998729,EJ575767,EJ372491,EJ467903,EI381248,EK453819,EJ893848,EI490904,EF272105,EJ842496,EJ315132,EI637588,EI861769,EI618850,EF420252,EI446194,EI656942,EJ399184,EI999394,EJ970068,EJ010822,EK816212,EK713662,EK825117,EK785678,EK765074,EK718211,EK808445,EK732551,EK658392,EK753260,EK678033,EK748167,EK686947,EK709807,EK612862,EK709789,EK696751,EK686923,EK706528,EK702270,EK674475,EK726619,EK953236,EK990999,EK976450,EK988314,EK915830,EK993233,EK838594,EK879453,EK846764,EK871152,EK948530,EK883540,EK838582,EK944419,EK942670,EK862861,EK874552,EK860513,EK874546,EK917189,EK537824,EK874522,EK537830,EK537782,EJ684027,EK856526,UV836472,UV836343,UV836036,QJ008078,UV930912,QJ009051,UV985824,QJ008079,UV459965,UV333098,AF228598,EJ890087,EK741130,UV309350,UV309161,UV308871,UV432231,UV332991,QJ991156,QJ867849,QJ555627,QJ555260,QJ874788,QJ514418,QJ667017,QJ716158,QJ233940,QJ130027,QJ418735,EJ018963,EJ266931,EJ826166,JK552270,JK448604,EI349760,JK448667,EJ826130,EJ826088,JK601992,EJ716781,JK179794,EK420541,JV967375,JK258120,JK574834,EK893210,JK596811,EJ174040,EH706552,EJ419234,EF698828,EK709771,EI347121,JK259154,EF698800,JK025356,EC542078,EH950418,EC538184,JK107589,EJ354814,JK520560,JV879077,EI736762,JV879617,JV570634,LW349780,LW349766,EI638557,LW378927,JK964020,JK964019,EK240735,JK794894,LW031177,LW029964,LW257435,LW257172,LW161154,LW065129,JK822368,LW204672,LW650389,JK670140,LW194430,JK676097,EG874819,JK735139,EH423612,EI464336,EI076176,EJ315227,EI807803,EH767034,EH423592,JK717889,88731EAF,EH880957,EG874835,EI807807,EH624588,88731EAJ,AL018402,AL592522,EJ704922,QZ752397,EJ704892,QZ888409,QZ610968,EJ704932,QZ008547,LW606951,QZ123790,QZ562864,JK964017,QZ981474,QZ429974,LW430647,QZ492844,QZ513404,QZ532088,QZ184777,LW430704,LW943412,QZ153181,QZ246548,QZ095354
12/31/2014,41.688,95.3,85.667,#N/A N/A,65.976,87.672,73.956,97.75,99.125,#N/A N/A,92.25,#N/A N/A,101.375,85.802,#N/A N/A,93.438,#N/A N/A,94.775,#N/A N/A,83.897,30.898,#N/A N/A,30.909,95.417,101.854,102.975,89.188,#N/A N/A,101.549,91.64,102.12,85.421,105.625,106.567,102.322,99.318,101.25,118.066,98.19,100.538,97.75,#N/A N/A,100.684,88.157,108,100.897,106.5,96.938,105.988,102.57,111.63,100.813,107.375,102.664,101.648,103.011,104.6,99.188,99.438,102.625,103.202,100.712,119.236,96.813,103.624,#N/A N/A,101.463,104.257,103.371,96.688,#N/A N/A,104.594,96.77,107.037,106.188,97.25,#N/A N/A,85.563,#N/A N/A,105.75,102.15,94,97.313,106.5,111.064,#N/A N/A,100.063,103.399,104.425,104.315,103.825,101.939,#N/A N/A,102.5,118.374,104.872,107.25,111.8,104.381,101.451,103.887,101.217,102.5,103.986,#N/A N/A,102.964,97.5,107.996,106.983,99.765,119.625,108.063,#N/A N/A,#N/A N/A,99.973,101.676,105.78,102.824,#N/A N/A,110.462,106.856,110.058,109.821,#N/A N/A,#N/A N/A,103.425,95.125,102.698,#N/A N/A,103.856,101.632,101.534,108.507,106.331,107.438,104.388,#N/A N/A,105.721,112.09,127.125,#N/A N/A,107.687,#N/A N/A,106.155,103.314,104.763,#N/A N/A,#N/A N/A,#N/A N/A,110.933,#N/A N/A,96.569,#N/A N/A,107.309,114.831,#N/A N/A,#N/A N/A,#N/A N/A,100.625,106.982,102.523,#N/A N/A,104.036,#N/A N/A,#N/A N/A,97.707,116.907,111.325,#N/A N/A,102.813,103.074,#N/A N/A,106.063,111.188,111.875,112.965,113.794,#N/A N/A,133.144,123,100.849,#N/A N/A,#N/A N/A,107.188,#N/A N/A,#N/A N/A,#N/A N/A,108.993,104,96.563,104.643,105.362,108.082,100.218,#N/A N/A,107.653,191.917,102.217,#N/A N/A,120.453,104.452,101.296,#N/A N/A,104.481,110.75,#N/A N/A,107.274,100.691,#N/A N/A,102.063,106.268,99.991,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.938,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.583,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,94.644,97.554,99.143,#N/A N/A,#N/A N/A,111.294,#N/A N/A,95.03,94.818,#N/A N/A,94.749,#N/A N/A,89.041,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.621,119.11,94.241,120.69,#N/A N/A,107.156,#N/A N/A,107.221,#N/A N/A,138.379,38.182,136.87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,111.064,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,113.634,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.381,#N/A N/A,114.756,120.828,110.556,103.229,106.097,122.64,137.965,#N/A N/A,135.107,131.256,128.837,115.703,123.747,150.405,#N/A N/A,#N/A N/A,100.771,#N/A N/A,100.417,#N/A N/A,#N/A N/A,99.78,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/2/2015,41.75,95.387,87.055,84.63,64.574,90.77,73.739,97.375,98.875,91.875,92.438,#N/A N/A,101.938,85.718,94.723,93.5,#N/A N/A,94.437,#N/A N/A,85.847,30.154,#N/A N/A,30.649,95.5,101.203,103.268,88.688,#N/A N/A,101.536,91.432,101.648,88.762,105.688,106.505,102.278,99.167,101,116.574,98.223,100.54,98.313,#N/A N/A,100.612,#N/A N/A,108,100.86,106.375,97,105.988,102.506,112.125,100.813,107.375,102.498,101.274,103.081,104.855,99.188,99.438,102.625,103.351,100.925,119.231,96.813,103.608,94.083,101.489,104.102,103.305,96.688,#N/A N/A,104.108,97.47,107.456,106.188,96.938,#N/A N/A,86.375,113.75,105.75,102.447,94.563,97.375,106.5,111.13,#N/A N/A,100.125,103.46,104.831,104.538,103.939,102.125,#N/A N/A,102.819,118.273,104.795,107.161,111.708,104.31,101.509,104.008,101.587,102.5,103.845,106.708,103.206,97.466,107.838,106.929,99.753,120.563,108.063,106.09,96.099,100.136,101.727,105.476,102.788,101.435,110.302,106.296,110.008,109.872,101.917,#N/A N/A,103.408,95.125,102.548,114.607,103.757,101.581,101.544,108.474,106.139,107.75,104.383,#N/A N/A,105.552,112.581,127.125,#N/A N/A,107.781,#N/A N/A,105.991,104.591,104.602,#N/A N/A,#N/A N/A,100.137,111.279,103.59,96.644,100.206,107.451,114.474,#N/A N/A,#N/A N/A,#N/A N/A,100.813,107.051,102.582,#N/A N/A,103.952,#N/A N/A,#N/A N/A,97.55,116.99,111.365,#N/A N/A,102.75,102.67,#N/A N/A,105.563,111.188,111.938,112.531,113.984,108.006,132.319,123.25,101.026,#N/A N/A,#N/A N/A,107.563,#N/A N/A,#N/A N/A,#N/A N/A,109.105,103.938,96.438,104.759,105.488,108.088,100.283,#N/A N/A,107.292,191.707,102.303,#N/A N/A,120.719,104.66,101.638,#N/A N/A,104.392,110.813,#N/A N/A,107.262,100.657,#N/A N/A,102.063,105.044,99.975,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.125,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,94.739,97.584,99.316,#N/A N/A,#N/A N/A,111.286,#N/A N/A,95.399,95.298,#N/A N/A,94.272,#N/A N/A,89.598,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.985,119.202,94.411,121.609,#N/A N/A,107.993,#N/A N/A,107.171,#N/A N/A,139.269,38.301,137.646,#N/A N/A,105.5,#N/A N/A,#N/A N/A,112.064,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,113.971,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.439,#N/A N/A,114.875,121.741,110.803,104.106,106.499,122.852,139.663,#N/A N/A,135.642,131.658,129.721,116.242,123.951,151.236,#N/A N/A,#N/A N/A,101.091,#N/A N/A,100.96,#N/A N/A,#N/A N/A,99.977,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/5/2015,38.688,95.469,85.425,81.095,61.511,87.788,72.822,95.5,98.313,90.25,91.813,#N/A N/A,101.063,85.184,91.711,93.313,81.493,93.408,#N/A N/A,83.751,29.801,102,30.724,95.5,99.562,102.641,87.75,#N/A N/A,100.295,90.401,100.219,85.21,105.188,106.299,102.579,99.013,99.625,114.155,97.375,100.278,97,#N/A N/A,100.073,#N/A N/A,107.938,100.536,105.375,96.125,105.93,102.009,111,100.063,105.813,101.775,100.14,101.334,104.425,97.625,99.375,102.625,102.434,99.734,118.581,96.313,103.065,#N/A N/A,100.942,103.592,102.965,95.563,#N/A N/A,103.699,96.49,107.133,107,96.75,#N/A N/A,86.625,113.459,103.938,101.94,94.75,97.313,106.208,110.926,89.007,100.125,103.014,104.26,103.259,103.854,101.918,#N/A N/A,101.646,118.126,105.073,106.9,111.519,104.109,101.513,103.845,100.827,102.063,103.217,106.453,102.006,96.849,107.714,106.771,99.457,121.438,108,105.254,95.821,99.142,100.896,104.438,102.051,101.15,109.917,106.081,109.311,109.72,#N/A N/A,#N/A N/A,102.529,95.625,102.371,113.893,102.784,100.334,101.561,108.233,105.904,107.625,103.911,#N/A N/A,105.113,112.575,126.688,#N/A N/A,107.125,#N/A N/A,106.169,103.982,104.859,#N/A N/A,#N/A N/A,99.616,110.975,103.39,96.171,100.156,106.98,113.793,#N/A N/A,#N/A N/A,#N/A N/A,101,106.769,102.122,#N/A N/A,103.892,118.522,#N/A N/A,97.58,117.008,110.705,102.601,102.625,102.082,#N/A N/A,104.75,109.375,111.625,112.047,113.604,107.687,129.613,124.625,100.744,#N/A N/A,#N/A N/A,107.5,#N/A N/A,#N/A N/A,#N/A N/A,108.657,104.125,96.063,104.369,105.538,106.993,100.224,#N/A N/A,106.733,187.492,102.104,104.207,120.307,104.357,101.255,#N/A N/A,104.379,111,108.644,#N/A N/A,100.671,#N/A N/A,#N/A N/A,105.002,99.864,100.237,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.313,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,94.223,93.643,99.409,#N/A N/A,#N/A N/A,111.209,#N/A N/A,94.344,93.868,#N/A N/A,92.979,#N/A N/A,87.742,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.158,119.319,94.343,122.102,#N/A N/A,108.026,#N/A N/A,107.138,#N/A N/A,139.929,38.585,138.355,#N/A N/A,103.5,#N/A N/A,#N/A N/A,112.794,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.265,#N/A N/A,#N/A N/A,#N/A N/A,101.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.399,#N/A N/A,114.942,122.993,110.975,104.899,107.124,122.861,140.722,#N/A N/A,136.184,133.367,130.82,118.429,124.102,152.631,#N/A N/A,#N/A N/A,101.391,#N/A N/A,101.28,#N/A N/A,#N/A N/A,100.119,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/6/2015,36.313,95.335,85.377,#N/A N/A,60.578,87.239,70.516,95.75,97.688,90.75,91.813,72.685,99.938,84.026,91.487,93,#N/A N/A,92.004,#N/A N/A,83.607,28.395,101.5,29.756,#N/A N/A,99.13,102.434,87.75,82.94,100.306,89.759,99.812,84.493,104.938,106.201,101.601,98.573,99.25,111.547,97.014,100.01,96.563,#N/A N/A,100.085,81.792,107.938,100.884,104.938,96.125,105.984,101.455,110.25,98.938,105,101.328,99.342,101.006,103.361,97.313,98.688,101.813,101.963,99.773,118.017,96.438,102.185,#N/A N/A,100.727,103.101,102.545,95.5,#N/A N/A,103.63,95.75,106.846,108.938,96.75,#N/A N/A,86.438,112.746,103.563,100.449,95.375,97.188,106.243,109.662,88.656,99.75,102.864,103.528,103.64,103.624,101.572,#N/A N/A,101.431,117.795,104.819,106.621,111.541,104.123,101.377,103.752,100.23,101.688,103.096,106.649,101.07,96.598,107.369,106.755,99.447,121.563,108.063,104.732,95.334,98.529,100.398,104.3,100.998,101.474,109.877,105.945,109.07,109.05,#N/A N/A,#N/A N/A,101.668,95.313,102.41,114.231,101.661,99.926,101.279,107.917,105.662,106.875,103.182,#N/A N/A,104.669,112.038,126.438,#N/A N/A,106.927,#N/A N/A,106,104.075,104.538,#N/A N/A,#N/A N/A,99.664,110.147,103.044,95.997,99.998,106.791,113.34,#N/A N/A,#N/A N/A,#N/A N/A,100.313,106.549,101.521,105.772,103.794,118.755,#N/A N/A,97.072,116.955,110.44,#N/A N/A,102.063,101.793,#N/A N/A,103.938,109.375,110.5,111.5,113.064,#N/A N/A,127.676,126.188,99.948,103.93,#N/A N/A,107.5,#N/A N/A,#N/A N/A,#N/A N/A,108.32,103.563,95.188,104.465,105.154,107.114,100.174,#N/A N/A,106.14,187.367,101.896,104.467,120.426,104.354,101.642,#N/A N/A,104.374,109.875,108.464,107.36,100.647,#N/A N/A,102.11,104.93,99.613,100.308,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.438,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,94.66,93.006,99.536,#N/A N/A,#N/A N/A,111.27,#N/A N/A,94.051,93.828,#N/A N/A,92.489,#N/A N/A,87.359,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.321,119.403,93.83,122.214,#N/A N/A,108.289,#N/A N/A,107.145,#N/A N/A,140.494,38.992,139.686,#N/A N/A,104.25,#N/A N/A,#N/A N/A,114.263,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.571,#N/A N/A,#N/A N/A,#N/A N/A,101.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.466,#N/A N/A,115.134,124.651,111.424,106.282,107.193,123.231,142.366,#N/A N/A,136.89,135.374,132.472,119.719,124.479,153.436,#N/A N/A,#N/A N/A,101.907,#N/A N/A,101.361,#N/A N/A,#N/A N/A,100.186,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/7/2015,37,95.571,85.946,#N/A N/A,60.551,88.225,71.749,96,99.688,91,93.25,73.724,100.813,84.43,91.959,93.938,#N/A N/A,92.617,#N/A N/A,84.589,28.855,101.75,29.392,#N/A N/A,99.48,102.835,88.25,#N/A N/A,98.489,90.075,100.274,85.999,105.438,106.259,101.485,98.947,99.75,114.384,97.032,100.334,98.25,#N/A N/A,100.253,80.542,107.938,101.434,105.188,95.25,105.988,101.649,111,99.688,105.938,101.947,100.098,101.655,103.873,97.375,98.313,101.813,102.625,100.588,118.457,96.438,103.045,#N/A N/A,101.071,103.65,102.715,95.5,103.94,103.63,95.8,107.178,108.125,96.688,100.921,86.813,113.172,103.75,101.619,95.625,97.563,106.296,110.197,88.97,99.813,102.462,103.195,103.48,103.778,101.33,#N/A N/A,101.364,118.165,104.864,106.796,111.497,104.217,101.493,103.745,100.482,101.938,103.408,106.739,101.943,96.56,107.312,106.75,99.651,122.5,108.25,104.935,94.765,98.673,100.288,104.491,102.062,100.127,109.902,105.81,109.187,110.051,#N/A N/A,#N/A N/A,102.286,95.75,102.387,114.301,101.905,100.116,101.321,107.974,105.724,106.813,103.719,#N/A N/A,104.864,112.218,126.938,#N/A N/A,106.786,#N/A N/A,105.917,104.175,104.836,#N/A N/A,#N/A N/A,99.567,109.184,102.34,96.048,100.139,106.949,113.296,99.313,#N/A N/A,#N/A N/A,100.188,106.593,101.541,#N/A N/A,103.905,118.372,#N/A N/A,97.199,117.174,110.689,#N/A N/A,102.125,101.695,#N/A N/A,104.5,110.25,110.625,#N/A N/A,113.205,#N/A N/A,124.203,127,100.118,103.965,105.209,107.5,#N/A N/A,#N/A N/A,99.897,108.666,103.188,96.188,104.425,105.491,107.892,100.593,#N/A N/A,106.364,186.294,102.75,104.286,120.62,104.451,101.175,#N/A N/A,104.318,109.875,106.304,#N/A N/A,100.614,#N/A N/A,102.052,105.236,99.851,100.315,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.438,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.5,#N/A N/A,#N/A N/A,99.917,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,94.811,93.093,99.559,#N/A N/A,#N/A N/A,111.284,#N/A N/A,94.248,94.609,#N/A N/A,92.752,#N/A N/A,87.852,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,98.598,119.064,94.527,123.358,#N/A N/A,109.148,#N/A N/A,107.121,#N/A N/A,140.53,39.207,139.382,#N/A N/A,103.749,#N/A N/A,#N/A N/A,114.29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.398,#N/A N/A,#N/A N/A,#N/A N/A,101.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.471,#N/A N/A,115.202,124.756,111.439,106.174,107.567,123.262,142.215,#N/A N/A,136.718,135.343,132.459,119.208,124.505,154.199,#N/A N/A,#N/A N/A,101.79,#N/A N/A,101.36,#N/A N/A,#N/A N/A,100.244,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
